transaction_id,order_id,customer_id,amount,expected_settlement,settled_amount,difference,status,priority,anomaly_score,ml_risk,combined_risk_score,risk_level
TXN000500,ORD000500,CUST00057,291.41,287.09,287.09,0.0,MATCHED,LOW,29.64,LOW,17.78,LOW
TXN000501,ORD000501,CUST00217,19207.0,18719.28,18719.28,0.0,MATCHED,LOW,10.35,LOW,6.21,LOW
TXN000502,ORD000502,CUST00262,7307.23,7142.83,7142.83,0.0,MATCHED,LOW,1.99,LOW,1.19,LOW
TXN000503,ORD000503,CUST00008,12484.89,12309.41,12309.41,0.0,MATCHED,LOW,7.08,LOW,4.25,LOW
TXN000504,ORD000504,CUST00180,3316.72,3271.54,3271.54,0.0,MATCHED,LOW,14.07,LOW,8.44,LOW
TXN000505,ORD000505,CUST00236,12556.53,12226.66,12226.66,0.0,MATCHED,LOW,5.56,LOW,3.34,LOW
TXN000506,ORD000506,CUST00363,1894.68,1845.6,1845.6,0.0,MATCHED,LOW,15.77,LOW,9.46,LOW
TXN000507,ORD000507,CUST00044,10961.87,10769.29,10769.29,0.0,MATCHED,LOW,2.65,LOW,1.59,LOW
TXN000508,ORD000508,CUST00080,21566.54,21064.14,21064.14,0.0,MATCHED,LOW,12.7,LOW,7.62,LOW
TXN000509,ORD000509,CUST00440,14377.65,12168.11,12168.11,0.0,MATCHED,LOW,22.48,LOW,13.49,LOW
TXN000510,ORD000510,CUST00656,10500.58,10277.65,10277.65,0.0,MATCHED,LOW,1.16,LOW,0.7,LOW
TXN000511,ORD000511,CUST00415,619.33,607.62,607.62,0.0,MATCHED,LOW,20.94,LOW,12.56,LOW
TXN000512,ORD000512,CUST00176,20052.92,19669.55,19669.55,0.0,MATCHED,LOW,7.52,LOW,4.51,LOW
TXN000513,ORD000513,CUST00472,20817.45,20343.03,20343.03,0.0,MATCHED,LOW,9.95,LOW,5.97,LOW
TXN000514,ORD000514,CUST00091,10974.12,10738.19,,10738.19,MISSING_SETTLEMENT,CRITICAL,78.51,HIGH,66.15,HIGH
TXN000515,ORD000515,CUST00250,10948.35,10630.43,10134.21,496.22,UNDER_SETTLED,MEDIUM,32.85,LOW,21.06,LOW
TXN000516,ORD000516,CUST00537,2058.31,2020.04,2020.04,0.0,MATCHED,LOW,11.89,LOW,7.13,LOW
TXN000517,ORD000517,CUST00348,5617.14,5516.98,5516.98,0.0,MATCHED,LOW,5.54,LOW,3.32,LOW
TXN000518,ORD000518,CUST00173,2001.85,1949.39,1949.39,0.0,MATCHED,LOW,15.34,LOW,9.2,LOW
TXN000519,ORD000519,CUST00117,13312.06,13015.73,12722.92,292.81,UNDER_SETTLED,MEDIUM,22.4,LOW,14.44,LOW
TXN000520,ORD000520,CUST00358,8842.38,4048.88,4048.88,0.0,MATCHED,LOW,38.5,MEDIUM,23.1,LOW
TXN000521,ORD000521,CUST00152,5983.09,5866.39,5866.39,0.0,MATCHED,LOW,3.56,LOW,2.14,LOW
TXN000522,ORD000522,CUST00263,5012.07,4883.08,4883.08,0.0,MATCHED,LOW,9.41,LOW,5.65,LOW
TXN000523,ORD000523,CUST00157,19029.36,18621.41,18621.41,0.0,MATCHED,LOW,8.13,LOW,4.88,LOW
TXN000524,ORD000524,CUST00078,4510.94,2846.39,2846.39,0.0,MATCHED,LOW,36.92,MEDIUM,22.15,LOW
TXN000525,ORD000525,CUST00644,12403.51,12111.67,12111.67,0.0,MATCHED,LOW,1.09,LOW,0.65,LOW
TXN000526,ORD000526,CUST00578,19020.94,18770.27,18770.27,0.0,MATCHED,LOW,11.37,LOW,6.82,LOW
TXN000527,ORD000527,CUST00698,23111.44,22457.93,22457.93,0.0,MATCHED,LOW,39.22,MEDIUM,23.53,LOW
TXN000528,ORD000528,CUST00659,15918.93,15569.3,15569.3,0.0,MATCHED,LOW,5.21,LOW,3.13,LOW
TXN000529,ORD000529,CUST00331,21619.75,21178.42,21178.42,0.0,MATCHED,LOW,12.14,LOW,7.28,LOW
TXN000530,ORD000530,CUST00324,3858.84,3772.87,3772.87,0.0,MATCHED,LOW,7.92,LOW,4.75,LOW
TXN000531,ORD000531,CUST00481,11110.98,10888.83,10888.83,0.0,MATCHED,LOW,0.15,LOW,0.09,LOW
TXN000532,ORD000532,CUST00282,14826.35,14505.73,14505.73,0.0,MATCHED,LOW,2.97,LOW,1.78,LOW
TXN000533,ORD000533,CUST00520,1947.35,1896.04,1896.04,0.0,MATCHED,LOW,15.58,LOW,9.35,LOW
TXN000534,ORD000534,CUST00463,1036.42,1020.96,1020.96,0.0,MATCHED,LOW,20.48,LOW,12.29,LOW
TXN000535,ORD000535,CUST00294,2010.6,1952.86,1952.86,0.0,MATCHED,LOW,19.11,LOW,11.47,LOW
TXN000536,ORD000536,CUST00630,14892.59,14698.5,14698.5,0.0,MATCHED,LOW,8.86,LOW,5.32,LOW
TXN000537,ORD000537,CUST00474,14550.2,14350.5,14350.5,0.0,MATCHED,LOW,7.87,LOW,4.72,LOW
TXN000538,ORD000538,CUST00043,11298.37,11002.25,11002.25,0.0,MATCHED,LOW,4.88,LOW,2.93,LOW
TXN000539,ORD000539,CUST00586,16330.75,15915.08,15915.08,0.0,MATCHED,LOW,6.68,LOW,4.01,LOW
TXN000540,ORD000540,CUST00620,11943.16,11722.13,11722.13,0.0,MATCHED,LOW,2.6,LOW,1.56,LOW
TXN000541,ORD000541,CUST00064,11318.03,11085.45,11085.45,0.0,MATCHED,LOW,0.79,LOW,0.47,LOW
TXN000542,ORD000542,CUST00352,24561.4,23984.58,23984.58,0.0,MATCHED,LOW,33.94,LOW,20.36,LOW
TXN000543,ORD000543,CUST00517,16188.56,15971.59,15971.59,0.0,MATCHED,LOW,8.04,LOW,4.82,LOW
TXN000544,ORD000544,CUST00254,17719.78,17254.44,17254.44,0.0,MATCHED,LOW,12.19,LOW,7.31,LOW
TXN000545,ORD000545,CUST00537,13116.43,12755.67,12755.67,0.0,MATCHED,LOW,8.18,LOW,4.91,LOW
TXN000546,ORD000546,CUST00373,9384.01,9123.25,9123.25,0.0,MATCHED,LOW,9.11,LOW,5.47,LOW
TXN000547,ORD000547,CUST00397,10278.36,10041.35,10041.35,0.0,MATCHED,LOW,0.69,LOW,0.41,LOW
TXN000548,ORD000548,CUST00696,14987.36,14810.45,14810.45,0.0,MATCHED,LOW,12.82,LOW,7.69,LOW
TXN000549,ORD000549,CUST00647,16217.9,12490.72,,12490.72,MISSING_SETTLEMENT,CRITICAL,91.75,CRITICAL,77.07,HIGH
TXN000550,ORD000550,CUST00338,2453.2,1599.24,1599.24,0.0,MATCHED,LOW,39.35,MEDIUM,23.61,LOW
TXN000551,ORD000551,CUST00396,7175.26,7023.12,7023.12,0.0,MATCHED,LOW,2.6,LOW,1.56,LOW
TXN000552,ORD000552,CUST00673,24113.81,23662.81,23662.81,0.0,MATCHED,LOW,20.69,LOW,12.41,LOW
TXN000553,ORD000553,CUST00154,8400.71,8215.65,8215.65,0.0,MATCHED,LOW,0.8,LOW,0.48,LOW
TXN000554,ORD000554,CUST00680,3621.57,3566.29,3566.29,0.0,MATCHED,LOW,10.74,LOW,6.44,LOW
TXN000555,ORD000555,CUST00318,24195.64,23618.27,23618.27,0.0,MATCHED,LOW,29.62,LOW,17.77,LOW
TXN000556,ORD000556,CUST00679,9859.75,9688.15,8405.0,1283.15,UNDER_SETTLED,MEDIUM,39.35,MEDIUM,26.29,LOW
TXN000557,ORD000557,CUST00087,7808.59,7637.63,7637.63,0.0,MATCHED,LOW,1.58,LOW,0.95,LOW
TXN000558,ORD000558,CUST00659,19812.38,19258.35,19258.35,0.0,MATCHED,LOW,19.14,LOW,11.48,LOW
TXN000559,ORD000559,CUST00687,17600.49,17297.93,17297.93,0.0,MATCHED,LOW,4.74,LOW,2.84,LOW
TXN000560,ORD000560,CUST00540,2426.98,2357.82,2357.82,0.0,MATCHED,LOW,17.71,LOW,10.63,LOW
TXN000561,ORD000561,CUST00434,12761.36,12512.58,12512.58,0.0,MATCHED,LOW,0.96,LOW,0.58,LOW
TXN000562,ORD000562,CUST00372,7790.77,7563.35,7563.35,0.0,MATCHED,LOW,12.3,LOW,7.38,LOW
TXN000563,ORD000563,CUST00350,23696.94,23272.92,23272.92,0.0,MATCHED,LOW,19.0,LOW,11.4,LOW
TXN000564,ORD000564,CUST00197,5740.92,5664.1,5664.1,0.0,MATCHED,LOW,9.63,LOW,5.78,LOW
TXN000565,ORD000565,CUST00159,2021.41,1997.27,1997.27,0.0,MATCHED,LOW,21.66,LOW,13.0,LOW
TXN000566,ORD000566,CUST00104,12741.47,329.46,329.46,0.0,MATCHED,LOW,70.04,HIGH,42.02,MEDIUM
TXN000567,ORD000567,CUST00540,1039.91,1020.2,1020.2,0.0,MATCHED,LOW,16.99,LOW,10.19,LOW
TXN000568,ORD000568,CUST00633,3363.12,3315.84,3315.84,0.0,MATCHED,LOW,13.57,LOW,8.14,LOW
TXN000569,ORD000569,CUST00158,4139.96,4069.55,4069.55,0.0,MATCHED,LOW,7.83,LOW,4.7,LOW
TXN000570,ORD000570,CUST00640,20245.19,19873.99,19873.99,0.0,MATCHED,LOW,8.14,LOW,4.88,LOW
TXN000571,ORD000571,CUST00449,1187.94,1162.38,1162.38,0.0,MATCHED,LOW,15.88,LOW,9.53,LOW
TXN000572,ORD000572,CUST00693,18017.68,17788.12,17788.12,0.0,MATCHED,LOW,10.92,LOW,6.55,LOW
TXN000573,ORD000573,CUST00626,7194.71,7020.25,7020.25,0.0,MATCHED,LOW,2.49,LOW,1.49,LOW
TXN000574,ORD000574,CUST00460,5926.67,5770.64,5770.64,0.0,MATCHED,LOW,6.92,LOW,4.15,LOW
TXN000575,ORD000575,CUST00317,24143.36,23704.95,23704.95,0.0,MATCHED,LOW,20.93,LOW,12.56,LOW
TXN000576,ORD000576,CUST00481,22608.96,21997.52,21997.52,0.0,MATCHED,LOW,29.03,LOW,17.42,LOW
TXN000577,ORD000577,CUST00377,16989.84,16529.04,16529.04,0.0,MATCHED,LOW,12.35,LOW,7.41,LOW
TXN000578,ORD000578,CUST00452,11595.83,11410.71,11410.71,0.0,MATCHED,LOW,4.49,LOW,2.69,LOW
TXN000579,ORD000579,CUST00392,12622.38,8843.54,8843.54,0.0,MATCHED,LOW,27.87,LOW,16.72,LOW
TXN000580,ORD000580,CUST00166,20440.59,20056.75,20056.75,0.0,MATCHED,LOW,8.59,LOW,5.15,LOW
TXN000581,ORD000581,CUST00620,3546.12,3484.31,,3484.31,MISSING_SETTLEMENT,HIGH,74.7,HIGH,51.57,MEDIUM
TXN000582,ORD000582,CUST00054,16065.36,3497.83,3497.83,0.0,MATCHED,LOW,55.29,MEDIUM,33.17,LOW
TXN000583,ORD000583,CUST00568,23363.91,22930.43,22659.89,270.54,UNDER_SETTLED,MEDIUM,34.91,LOW,21.91,LOW
TXN000584,ORD000584,CUST00529,21294.03,20837.3,20837.3,0.0,MATCHED,LOW,11.65,LOW,6.99,LOW
TXN000585,ORD000585,CUST00086,19101.61,12444.48,12444.48,0.0,MATCHED,LOW,45.06,MEDIUM,27.04,LOW
TXN000586,ORD000586,CUST00461,22642.12,22184.63,22184.63,0.0,MATCHED,LOW,14.94,LOW,8.96,LOW
TXN000587,ORD000587,CUST00448,2383.67,2347.6,2347.6,0.0,MATCHED,LOW,14.53,LOW,8.72,LOW
TXN000588,ORD000588,CUST00462,22127.28,21715.55,21715.55,0.0,MATCHED,LOW,11.8,LOW,7.08,LOW
TXN000589,ORD000589,CUST00425,1426.1,1385.93,1385.93,0.0,MATCHED,LOW,21.27,LOW,12.76,LOW
TXN000590,ORD000590,CUST00383,5970.87,5811.64,5811.64,0.0,MATCHED,LOW,6.56,LOW,3.94,LOW
TXN000591,ORD000591,CUST00384,5691.02,5608.33,5608.33,0.0,MATCHED,LOW,7.99,LOW,4.79,LOW
TXN000592,ORD000592,CUST00102,20995.49,20377.06,20377.06,0.0,MATCHED,LOW,31.02,LOW,18.61,LOW
TXN000593,ORD000593,CUST00344,19805.38,19336.78,19336.78,0.0,MATCHED,LOW,9.01,LOW,5.41,LOW
TXN000594,ORD000594,CUST00040,7243.3,7140.62,7140.62,0.0,MATCHED,LOW,6.8,LOW,4.08,LOW
TXN000595,ORD000595,CUST00143,18995.14,18746.88,18746.88,0.0,MATCHED,LOW,11.38,LOW,6.83,LOW
TXN000596,ORD000596,CUST00460,15422.17,15235.9,15235.9,0.0,MATCHED,LOW,12.5,LOW,7.5,LOW
TXN000597,ORD000597,CUST00020,6472.51,6313.49,6313.49,0.0,MATCHED,LOW,2.74,LOW,1.64,LOW
TXN000598,ORD000598,CUST00562,23511.63,23031.65,23031.65,0.0,MATCHED,LOW,17.14,LOW,10.28,LOW
TXN000599,ORD000599,CUST00541,10639.04,6173.19,6173.19,0.0,MATCHED,LOW,34.14,LOW,20.48,LOW
TXN000600,ORD000600,CUST00296,6017.24,5840.77,5840.77,0.0,MATCHED,LOW,12.94,LOW,7.76,LOW
TXN000601,ORD000601,CUST00049,6037.14,5956.85,5956.85,0.0,MATCHED,LOW,8.57,LOW,5.14,LOW
TXN000602,ORD000602,CUST00638,11482.13,11216.11,11216.11,0.0,MATCHED,LOW,1.19,LOW,0.71,LOW
TXN000603,ORD000603,CUST00512,14958.8,14672.18,14672.18,0.0,MATCHED,LOW,3.12,LOW,1.87,LOW
TXN000604,ORD000604,CUST00648,12932.86,12675.87,12675.87,0.0,MATCHED,LOW,0.73,LOW,0.44,LOW
TXN000605,ORD000605,CUST00148,7352.67,7163.23,7163.23,0.0,MATCHED,LOW,4.39,LOW,2.63,LOW
TXN000606,ORD000606,CUST00630,8885.12,8685.22,8685.22,0.0,MATCHED,LOW,1.48,LOW,0.89,LOW
TXN000607,ORD000607,CUST00427,4764.12,4672.01,4672.01,0.0,MATCHED,LOW,6.15,LOW,3.69,LOW
TXN000608,ORD000608,CUST00088,13134.77,11230.34,11230.34,0.0,MATCHED,LOW,23.06,LOW,13.84,LOW
TXN000609,ORD000609,CUST00070,23839.75,23343.49,23343.49,0.0,MATCHED,LOW,19.35,LOW,11.61,LOW
TXN000610,ORD000610,CUST00520,19681.67,19257.11,19257.11,0.0,MATCHED,LOW,8.67,LOW,5.2,LOW
TXN000611,ORD000611,CUST00568,606.32,464.1,464.1,0.0,MATCHED,LOW,34.28,LOW,20.57,LOW
TXN000612,ORD000612,CUST00045,15928.2,15640.08,15640.08,0.0,MATCHED,LOW,3.76,LOW,2.26,LOW
TXN000613,ORD000613,CUST00260,18708.18,18425.9,18425.9,0.0,MATCHED,LOW,7.86,LOW,4.72,LOW
TXN000614,ORD000614,CUST00070,8685.58,8490.15,8490.15,0.0,MATCHED,LOW,1.44,LOW,0.86,LOW
TXN000615,ORD000615,CUST00673,15743.6,15396.77,15396.77,0.0,MATCHED,LOW,5.02,LOW,3.01,LOW
TXN000616,ORD000616,CUST00596,18406.16,4848.25,4848.25,0.0,MATCHED,LOW,65.69,HIGH,39.41,MEDIUM
TXN000617,ORD000617,CUST00137,1203.96,1184.7,1184.7,0.0,MATCHED,LOW,17.8,LOW,10.68,LOW
TXN000618,ORD000618,CUST00347,20356.37,19935.39,19935.39,0.0,MATCHED,LOW,8.69,LOW,5.21,LOW
TXN000619,ORD000619,CUST00476,24522.4,24054.72,24054.72,0.0,MATCHED,LOW,24.54,LOW,14.72,LOW
TXN000620,ORD000620,CUST00647,4638.72,4539.14,4539.14,0.0,MATCHED,LOW,6.74,LOW,4.04,LOW
TXN000621,ORD000621,CUST00065,17929.52,17601.49,17601.49,0.0,MATCHED,LOW,4.72,LOW,2.83,LOW
TXN000622,ORD000622,CUST00038,7406.72,7191.08,7191.08,0.0,MATCHED,LOW,12.75,LOW,7.65,LOW
TXN000623,ORD000623,CUST00205,22156.18,21671.93,21671.93,0.0,MATCHED,LOW,14.7,LOW,8.82,LOW
TXN000624,ORD000624,CUST00318,12933.05,12619.09,12619.09,0.0,MATCHED,LOW,2.24,LOW,1.34,LOW
TXN000625,ORD000625,CUST00485,6407.51,3464.34,3464.34,0.0,MATCHED,LOW,41.49,MEDIUM,24.89,LOW
TXN000626,ORD000626,CUST00663,4858.48,4759.74,4759.74,0.0,MATCHED,LOW,5.72,LOW,3.43,LOW
TXN000627,ORD000627,CUST00049,21658.38,21138.11,21138.11,0.0,MATCHED,LOW,14.82,LOW,8.89,LOW
TXN000628,ORD000628,CUST00280,3199.43,3153.63,1860.79,1292.84,UNDER_SETTLED,MEDIUM,47.77,MEDIUM,31.36,LOW
TXN000629,ORD000629,CUST00448,22248.21,21697.7,21697.7,0.0,MATCHED,LOW,20.43,LOW,12.26,LOW
TXN000630,ORD000630,CUST00451,22376.47,21722.87,21722.87,0.0,MATCHED,LOW,39.46,MEDIUM,23.68,LOW
TXN000631,ORD000631,CUST00348,24345.72,23634.56,23634.56,0.0,MATCHED,LOW,52.32,MEDIUM,31.39,LOW
TXN000632,ORD000632,CUST00510,9246.94,9010.35,9010.35,0.0,MATCHED,LOW,3.49,LOW,2.09,LOW
TXN000633,ORD000633,CUST00532,6741.35,6606.32,6606.32,0.0,MATCHED,LOW,2.42,LOW,1.45,LOW
TXN000634,ORD000634,CUST00435,2065.28,2038.05,2038.05,0.0,MATCHED,LOW,18.9,LOW,11.34,LOW
TXN000635,ORD000635,CUST00185,13682.31,13305.35,13305.35,0.0,MATCHED,LOW,10.41,LOW,6.25,LOW
TXN000636,ORD000636,CUST00106,2093.72,2065.74,2065.74,0.0,MATCHED,LOW,18.79,LOW,11.27,LOW
TXN000637,ORD000637,CUST00303,7731.75,1309.47,1309.47,0.0,MATCHED,LOW,47.27,MEDIUM,28.36,LOW
TXN000638,ORD000638,CUST00437,4249.45,4143.52,4143.52,0.0,MATCHED,LOW,9.64,LOW,5.78,LOW
TXN000639,ORD000639,CUST00360,11233.53,10910.01,9760.1,1149.91,UNDER_SETTLED,MEDIUM,43.97,MEDIUM,28.84,LOW
TXN000640,ORD000640,CUST00362,15409.8,15206.66,15206.66,0.0,MATCHED,LOW,10.16,LOW,6.1,LOW
TXN000641,ORD000641,CUST00282,16022.79,15654.0,15654.0,0.0,MATCHED,LOW,5.33,LOW,3.2,LOW
TXN000642,ORD000642,CUST00059,1968.53,1917.49,1917.49,0.0,MATCHED,LOW,15.29,LOW,9.17,LOW
TXN000643,ORD000643,CUST00416,9146.45,8987.93,8987.93,0.0,MATCHED,LOW,3.23,LOW,1.94,LOW
TXN000644,ORD000644,CUST00696,4083.67,4031.67,4031.67,0.0,MATCHED,LOW,14.77,LOW,8.86,LOW
TXN000645,ORD000645,CUST00147,21231.87,20852.23,20852.23,0.0,MATCHED,LOW,11.55,LOW,6.93,LOW
TXN000646,ORD000646,CUST00449,966.49,941.77,941.77,0.0,MATCHED,LOW,19.78,LOW,11.87,LOW
TXN000647,ORD000647,CUST00242,19485.03,11679.34,11679.34,0.0,MATCHED,LOW,47.62,MEDIUM,28.57,LOW
TXN000648,ORD000648,CUST00371,9633.07,9431.99,9431.99,0.0,MATCHED,LOW,1.75,LOW,1.05,LOW
TXN000649,ORD000649,CUST00034,15166.86,14861.92,14861.92,0.0,MATCHED,LOW,2.92,LOW,1.75,LOW
TXN000650,ORD000650,CUST00461,23725.71,23137.59,23137.59,0.0,MATCHED,LOW,29.58,LOW,17.75,LOW
TXN000651,ORD000651,CUST00455,19100.8,18733.08,18733.08,0.0,MATCHED,LOW,7.71,LOW,4.63,LOW
TXN000652,ORD000652,CUST00141,13283.55,12900.96,12900.96,0.0,MATCHED,LOW,13.12,LOW,7.87,LOW
TXN000653,ORD000653,CUST00322,16274.06,15852.09,15852.09,0.0,MATCHED,LOW,9.09,LOW,5.45,LOW
TXN000654,ORD000654,CUST00117,745.24,732.63,732.63,0.0,MATCHED,LOW,22.29,LOW,13.37,LOW
TXN000655,ORD000655,CUST00512,12991.86,12830.44,12830.44,0.0,MATCHED,LOW,9.14,LOW,5.48,LOW
TXN000656,ORD000656,CUST00121,6618.24,6432.04,6432.04,0.0,MATCHED,LOW,8.73,LOW,5.24,LOW
TXN000657,ORD000657,CUST00457,5442.8,5306.38,5306.38,0.0,MATCHED,LOW,7.53,LOW,4.52,LOW
TXN000658,ORD000658,CUST00293,17380.12,6040.23,6040.23,0.0,MATCHED,LOW,55.53,MEDIUM,33.32,LOW
TXN000659,ORD000659,CUST00205,3153.67,3084.99,3084.99,0.0,MATCHED,LOW,8.22,LOW,4.93,LOW
TXN000660,ORD000660,CUST00463,4399.14,1894.78,1894.78,0.0,MATCHED,LOW,50.22,MEDIUM,30.13,LOW
TXN000661,ORD000661,CUST00456,24931.83,24428.83,24428.83,0.0,MATCHED,LOW,29.17,LOW,17.5,LOW
TXN000662,ORD000662,CUST00699,24192.27,23834.4,23834.4,0.0,MATCHED,LOW,21.9,LOW,13.14,LOW
TXN000663,ORD000663,CUST00684,8750.89,8639.64,8639.64,0.0,MATCHED,LOW,9.64,LOW,5.78,LOW
TXN000664,ORD000664,CUST00564,13600.07,13201.18,13201.18,0.0,MATCHED,LOW,16.26,LOW,9.76,LOW
TXN000665,ORD000665,CUST00162,17824.05,17358.53,17358.53,0.0,MATCHED,LOW,12.1,LOW,7.26,LOW
TXN000666,ORD000666,CUST00654,4434.87,4333.53,4333.53,0.0,MATCHED,LOW,7.74,LOW,4.64,LOW
TXN000667,ORD000667,CUST00521,5683.62,5587.7,5587.7,0.0,MATCHED,LOW,5.31,LOW,3.19,LOW
TXN000668,ORD000668,CUST00143,5994.73,5915.23,5915.23,0.0,MATCHED,LOW,8.65,LOW,5.19,LOW
TXN000669,ORD000669,CUST00027,9086.32,8897.79,8897.79,0.0,MATCHED,LOW,0.62,LOW,0.37,LOW
TXN000670,ORD000670,CUST00378,11738.41,11423.0,11423.0,0.0,MATCHED,LOW,5.97,LOW,3.58,LOW
TXN000671,ORD000671,CUST00133,15337.51,15081.1,15081.1,0.0,MATCHED,LOW,4.44,LOW,2.66,LOW
TXN000672,ORD000672,CUST00068,7801.34,7690.99,7690.99,0.0,MATCHED,LOW,6.56,LOW,3.94,LOW
TXN000673,ORD000673,CUST00491,13189.82,12968.58,12968.58,0.0,MATCHED,LOW,2.68,LOW,1.61,LOW
TXN000674,ORD000674,CUST00420,20601.15,20045.25,20045.25,0.0,MATCHED,LOW,18.01,LOW,10.81,LOW
TXN000675,ORD000675,CUST00129,24312.26,24019.27,24019.27,0.0,MATCHED,LOW,30.42,LOW,18.25,LOW
TXN000676,ORD000676,CUST00076,11304.36,11148.65,11148.65,0.0,MATCHED,LOW,7.68,LOW,4.61,LOW
TXN000677,ORD000677,CUST00530,8678.42,8549.2,8549.2,0.0,MATCHED,LOW,6.68,LOW,4.01,LOW
TXN000678,ORD000678,CUST00565,16030.87,15673.79,15673.79,0.0,MATCHED,LOW,5.11,LOW,3.07,LOW
TXN000679,ORD000679,CUST00133,10872.2,10714.82,10714.82,0.0,MATCHED,LOW,6.07,LOW,3.64,LOW
TXN000680,ORD000680,CUST00128,13000.74,12744.55,12744.55,0.0,MATCHED,LOW,1.02,LOW,0.61,LOW
TXN000681,ORD000681,CUST00169,4132.98,2795.7,2795.7,0.0,MATCHED,LOW,35.06,MEDIUM,21.04,LOW
TXN000682,ORD000682,CUST00231,8715.97,5951.72,5951.72,0.0,MATCHED,LOW,33.08,LOW,19.85,LOW
TXN000683,ORD000683,CUST00291,21163.75,20651.51,20651.51,0.0,MATCHED,LOW,11.53,LOW,6.92,LOW
TXN000684,ORD000684,CUST00202,15912.92,15588.56,15588.56,0.0,MATCHED,LOW,3.73,LOW,2.24,LOW
TXN000685,ORD000685,CUST00282,3216.74,3133.27,3133.27,0.0,MATCHED,LOW,10.9,LOW,6.54,LOW
TXN000686,ORD000686,CUST00630,13383.6,13021.47,13021.47,0.0,MATCHED,LOW,7.85,LOW,4.71,LOW
TXN000687,ORD000687,CUST00657,4299.03,4222.21,4222.21,0.0,MATCHED,LOW,8.07,LOW,4.84,LOW
TXN000688,ORD000688,CUST00158,4362.9,4304.9,4304.9,0.0,MATCHED,LOW,11.84,LOW,7.1,LOW
TXN000689,ORD000689,CUST00620,8506.73,8384.51,8384.51,0.0,MATCHED,LOW,7.14,LOW,4.28,LOW
TXN000690,ORD000690,CUST00043,20648.38,20063.4,20063.4,0.0,MATCHED,LOW,23.5,LOW,14.1,LOW
TXN000691,ORD000691,CUST00084,1232.0,1214.1,1214.1,0.0,MATCHED,LOW,19.52,LOW,11.71,LOW
TXN000692,ORD000692,CUST00591,6689.93,6552.26,6552.26,0.0,MATCHED,LOW,3.02,LOW,1.81,LOW
TXN000693,ORD000693,CUST00586,10473.01,10165.24,10165.24,0.0,MATCHED,LOW,11.14,LOW,6.68,LOW
TXN000694,ORD000694,CUST00032,12501.15,10595.34,10595.34,0.0,MATCHED,LOW,19.04,LOW,11.42,LOW
TXN000695,ORD000695,CUST00559,7312.82,7195.73,7195.73,0.0,MATCHED,LOW,4.34,LOW,2.6,LOW
TXN000696,ORD000696,CUST00495,6197.46,6076.04,6076.04,0.0,MATCHED,LOW,3.15,LOW,1.89,LOW
TXN000697,ORD000697,CUST00416,7506.1,7332.82,7332.82,0.0,MATCHED,LOW,1.9,LOW,1.14,LOW
TXN000698,ORD000698,CUST00062,4036.2,3973.51,3973.51,0.0,MATCHED,LOW,8.78,LOW,5.27,LOW
TXN000699,ORD000699,CUST00496,11664.61,11375.34,11375.34,0.0,MATCHED,LOW,3.26,LOW,1.96,LOW
TXN000700,ORD000700,CUST00622,3677.35,3145.51,2334.86,810.65,UNDER_SETTLED,MEDIUM,45.57,MEDIUM,29.22,LOW
TXN000701,ORD000701,CUST00327,18381.57,17955.71,17955.71,0.0,MATCHED,LOW,6.65,LOW,3.99,LOW
TXN000702,ORD000702,CUST00409,3356.08,3271.6,3271.6,0.0,MATCHED,LOW,9.88,LOW,5.93,LOW
TXN000703,ORD000703,CUST00528,14085.12,13890.0,,13890.0,MISSING_SETTLEMENT,CRITICAL,84.79,CRITICAL,75.26,HIGH
TXN000704,ORD000704,CUST00248,11715.17,11542.18,10359.12,1183.06,UNDER_SETTLED,MEDIUM,39.43,MEDIUM,26.17,LOW
TXN000705,ORD000705,CUST00461,6273.18,6154.89,6154.89,0.0,MATCHED,LOW,3.03,LOW,1.82,LOW
TXN000706,ORD000706,CUST00052,7326.28,7200.75,7200.75,0.0,MATCHED,LOW,4.26,LOW,2.56,LOW
TXN000707,ORD000707,CUST00631,10511.56,10248.7,,10248.7,MISSING_SETTLEMENT,CRITICAL,79.45,HIGH,65.89,HIGH
TXN000708,ORD000708,CUST00336,23350.41,2715.38,2715.38,0.0,MATCHED,LOW,83.21,CRITICAL,49.93,MEDIUM
TXN000709,ORD000709,CUST00321,4826.87,4724.42,4724.42,0.0,MATCHED,LOW,6.11,LOW,3.67,LOW
TXN000710,ORD000710,CUST00511,24899.64,6766.99,6766.99,0.0,MATCHED,LOW,73.97,HIGH,44.38,MEDIUM
TXN000711,ORD000711,CUST00511,21988.98,21454.89,21454.89,0.0,MATCHED,LOW,17.6,LOW,10.56,LOW
TXN000712,ORD000712,CUST00024,2342.22,2294.9,2294.9,0.0,MATCHED,LOW,10.43,LOW,6.26,LOW
TXN000713,ORD000713,CUST00518,11485.04,11320.01,11320.01,0.0,MATCHED,LOW,5.99,LOW,3.59,LOW
TXN000714,ORD000714,CUST00221,14625.27,14227.41,14227.41,0.0,MATCHED,LOW,10.34,LOW,6.2,LOW
TXN000715,ORD000715,CUST00052,7105.77,7020.43,7020.43,0.0,MATCHED,LOW,11.15,LOW,6.69,LOW
TXN000716,ORD000716,CUST00670,16845.76,16370.52,16370.52,0.0,MATCHED,LOW,15.18,LOW,9.11,LOW
TXN000717,ORD000717,CUST00550,303.62,297.63,297.63,0.0,MATCHED,LOW,25.09,LOW,15.05,LOW
