transaction_id,order_id,customer_id,amount,payment_date,payment_status,gateway_fee,tax_on_fee,refund_amount,settled_amount,settlement_id,expected_settlement,difference,status
TXN000430,ORD000430,CUST00094,16602.94,2026-08-21,SUCCESS,330.15,59.43,0.0,16213.36,SET000416,16213.36,0.0,MATCHED
TXN000431,ORD000431,CUST00655,14968.93,2026-08-01,SUCCESS,219.85,39.57,0.0,14709.51,SET000417,14709.51,0.0,MATCHED
TXN000432,ORD000432,CUST00052,19691.19,2026-08-08,SUCCESS,367.5,66.15,0.0,19257.54,SET000418,19257.54,0.0,MATCHED
TXN000433,ORD000433,CUST00129,19695.75,2026-08-07,SUCCESS,289.18,52.05,0.0,19354.52,SET000419,19354.52,0.0,MATCHED
TXN000434,ORD000434,CUST00071,20762.46,2026-08-18,SUCCESS,485.47,87.38,0.0,20189.61,SET000420,20189.61,0.0,MATCHED
TXN000435,ORD000435,CUST00213,14700.94,2026-08-08,SUCCESS,217.77,39.2,0.0,13962.35,SET000421,14443.97,481.62,UNDER_SETTLED
TXN000436,ORD000436,CUST00337,19381.78,2026-08-26,SUCCESS,249.8,44.96,0.0,18451.49,SET000422,19087.02,635.53,UNDER_SETTLED
TXN000437,ORD000437,CUST00611,170.61,2026-08-05,SUCCESS,2.41,0.43,88.43,79.34,SET000423,79.34,0.0,MATCHED
TXN000438,ORD000438,CUST00134,13551.36,2026-08-26,SUCCESS,200.39,36.07,0.0,13314.9,SET000424,13314.9,0.0,MATCHED
TXN000439,ORD000439,CUST00179,2837.17,2026-08-01,SUCCESS,47.14,8.49,0.0,2781.54,SET000425,2781.54,0.0,MATCHED
TXN000440,ORD000440,CUST00135,470.02,2026-08-26,SUCCESS,5.53,1.0,0.0,463.49,SET000426,463.49,0.0,MATCHED
TXN000441,ORD000441,CUST00244,14762.44,2026-08-01,SUCCESS,180.69,32.52,0.0,14549.23,SET000427,14549.23,0.0,MATCHED
TXN000442,ORD000442,CUST00179,6707.65,2026-08-05,SUCCESS,94.61,17.03,0.0,6596.01,SET000428,6596.01,0.0,MATCHED
TXN000443,ORD000443,CUST00432,13199.53,2026-08-24,SUCCESS,135.02,24.3,0.0,13040.21,SET000429,13040.21,0.0,MATCHED
TXN000444,ORD000444,CUST00066,11958.52,2026-08-25,SUCCESS,231.33,41.64,0.0,11685.55,SET000430,11685.55,0.0,MATCHED
TXN000445,ORD000445,CUST00371,12879.63,2026-08-04,SUCCESS,228.11,41.06,0.0,12610.46,SET000431,12610.46,0.0,MATCHED
TXN000446,ORD000446,CUST00463,12645.58,2026-08-20,SUCCESS,165.64,29.82,0.0,12450.12,SET000432,12450.12,0.0,MATCHED
TXN000447,ORD000447,CUST00045,18208.35,2026-08-22,SUCCESS,277.76,50.0,0.0,17880.59,SET000433,17880.59,0.0,MATCHED
TXN000448,ORD000448,CUST00534,7610.6,2026-08-21,SUCCESS,112.46,20.24,0.0,7477.9,SET000434,7477.9,0.0,MATCHED
TXN000449,ORD000449,CUST00032,1614.55,2026-08-16,SUCCESS,19.57,3.52,0.0,1591.46,SET000435,1591.46,0.0,MATCHED
TXN000450,ORD000450,CUST00412,10714.21,2026-08-04,SUCCESS,220.34,39.66,0.0,10454.21,SET000436,10454.21,0.0,MATCHED
TXN000451,ORD000451,CUST00503,17838.79,2026-08-15,SUCCESS,254.19,45.75,0.0,17538.85,SET000437,17538.85,0.0,MATCHED
TXN000452,ORD000452,CUST00076,22491.74,2026-08-11,SUCCESS,307.52,55.35,0.0,22128.87,SET000438,22128.87,0.0,MATCHED
TXN000453,ORD000453,CUST00623,3793.51,2026-08-05,SUCCESS,41.99,7.56,0.0,3743.96,SET000439,3743.96,0.0,MATCHED
TXN000454,ORD000454,CUST00282,15645.51,2026-08-19,SUCCESS,300.38,54.07,0.0,15291.06,SET000440,15291.06,0.0,MATCHED
TXN000455,ORD000455,CUST00562,17832.6,2026-08-13,SUCCESS,268.93,48.41,0.0,17515.26,SET000441,17515.26,0.0,MATCHED
TXN000456,ORD000456,CUST00612,13310.87,2026-08-15,SUCCESS,221.69,39.9,0.0,13049.28,SET000442,13049.28,0.0,MATCHED
TXN000457,ORD000457,CUST00518,15175.13,2026-08-04,SUCCESS,181.36,32.64,0.0,14961.13,SET000443,14961.13,0.0,MATCHED
TXN000458,ORD000458,CUST00118,21334.54,2026-08-21,SUCCESS,363.99,65.52,0.0,20905.03,SET000444,20905.03,0.0,MATCHED
TXN000459,ORD000459,CUST00565,18048.91,2026-08-07,SUCCESS,363.37,65.41,0.0,17620.13,SET000445,17620.13,0.0,MATCHED
TXN000460,ORD000460,CUST00441,11343.72,2026-08-08,SUCCESS,131.46,23.66,0.0,11188.6,SET000446,11188.6,0.0,MATCHED
TXN000461,ORD000461,CUST00424,8539.4,2026-08-15,SUCCESS,92.29,16.61,0.0,8430.5,SET000447,8430.5,0.0,MATCHED
TXN000462,ORD000462,CUST00409,10458.14,2026-08-04,SUCCESS,171.48,30.87,5419.27,4836.52,SET000448,4836.52,0.0,MATCHED
TXN000463,ORD000463,CUST00321,10726.42,2026-08-22,SUCCESS,136.06,24.49,0.0,10565.87,SET000449,10565.87,0.0,MATCHED
TXN000464,ORD000464,CUST00262,9420.1,2026-08-05,SUCCESS,178.43,32.12,0.0,9209.55,SET000450,9209.55,0.0,MATCHED
TXN000465,ORD000465,CUST00486,1771.62,2026-08-03,SUCCESS,33.47,6.02,0.0,1732.13,SET000451,1732.13,0.0,MATCHED
TXN000466,ORD000466,CUST00096,10853.73,2026-08-24,SUCCESS,244.67,44.04,10204.2,360.82,SET000452,360.82,0.0,MATCHED
TXN000467,ORD000467,CUST00382,20313.06,2026-08-18,SUCCESS,416.22,74.92,0.0,19821.92,SET000453,19821.92,0.0,MATCHED
TXN000468,ORD000468,CUST00062,14702.98,2026-08-18,SUCCESS,282.95,50.93,0.0,14369.1,SET000454,14369.1,0.0,MATCHED
TXN000469,ORD000469,CUST00576,8308.18,2026-08-04,SUCCESS,122.02,21.96,0.0,8164.2,SET000455,8164.2,0.0,MATCHED
TXN000470,ORD000470,CUST00421,8904.59,2026-08-22,SUCCESS,198.23,35.68,0.0,8670.68,SET000456,8670.68,0.0,MATCHED
TXN000471,ORD000471,CUST00434,21715.49,2026-08-24,SUCCESS,449.37,80.89,0.0,21185.23,SET000457,21185.23,0.0,MATCHED
TXN000472,ORD000472,CUST00053,24213.13,2026-08-20,SUCCESS,485.79,87.44,0.0,23639.9,SET000458,23639.9,0.0,MATCHED
TXN000473,ORD000473,CUST00320,8855.99,2026-08-19,SUCCESS,159.43,28.7,0.0,8667.86,SET000459,8667.86,0.0,MATCHED
TXN000474,ORD000474,CUST00520,5397.2,2026-08-22,SUCCESS,132.8,23.9,0.0,5240.5,SET000460,5240.5,0.0,MATCHED
TXN000475,ORD000475,CUST00494,5683.7,2026-08-04,SUCCESS,121.27,21.83,4349.53,1191.07,SET000461,1191.07,0.0,MATCHED
TXN000476,ORD000476,CUST00359,21149.8,2026-08-12,SUCCESS,359.24,64.66,0.0,20725.9,SET000462,20725.9,0.0,MATCHED
TXN000477,ORD000477,CUST00118,19088.88,2026-08-19,SUCCESS,228.63,41.15,0.0,18819.1,SET000463,18819.1,0.0,MATCHED
TXN000478,ORD000478,CUST00232,20199.81,2026-08-18,SUCCESS,448.29,80.69,0.0,19670.83,SET000464,19670.83,0.0,MATCHED
TXN000479,ORD000479,CUST00637,15377.97,2026-08-21,SUCCESS,365.92,65.87,0.0,14946.18,SET000465,14946.18,0.0,MATCHED
TXN000480,ORD000480,CUST00571,753.72,2026-08-22,SUCCESS,12.83,2.31,0.0,,,738.58,,MISSING_SETTLEMENT
TXN000481,ORD000481,CUST00274,820.93,2026-08-09,SUCCESS,13.82,2.49,0.0,804.62,SET000466,804.62,0.0,MATCHED
TXN000482,ORD000482,CUST00317,23046.28,2026-08-12,SUCCESS,467.08,84.07,0.0,22495.13,SET000467,22495.13,0.0,MATCHED
TXN000483,ORD000483,CUST00007,4617.0,2026-08-05,SUCCESS,95.36,17.16,0.0,4504.48,SET000468,4504.48,0.0,MATCHED
TXN000484,ORD000484,CUST00580,16467.88,2026-08-03,SUCCESS,279.64,50.34,0.0,16137.9,SET000469,16137.9,0.0,MATCHED
TXN000485,ORD000485,CUST00146,18550.13,2026-08-01,SUCCESS,249.97,44.99,0.0,18255.17,SET000470,18255.17,0.0,MATCHED
TXN000486,ORD000486,CUST00094,18678.18,2026-08-07,SUCCESS,249.48,44.91,0.0,18383.79,SET000471,18383.79,0.0,MATCHED
TXN000487,ORD000487,CUST00386,10553.83,2026-08-11,SUCCESS,241.86,43.53,0.0,10268.44,SET000472,10268.44,0.0,MATCHED
TXN000488,ORD000488,CUST00162,9314.32,2026-08-24,SUCCESS,179.34,32.28,0.0,9102.7,SET000473,9102.7,0.0,MATCHED
TXN000489,ORD000489,CUST00333,19443.21,2026-08-19,SUCCESS,460.67,82.92,0.0,18899.62,SET000474,18899.62,0.0,MATCHED
TXN000490,ORD000490,CUST00611,2215.43,2026-08-02,SUCCESS,35.18,6.33,0.0,2173.92,SET000475,2173.92,0.0,MATCHED
TXN000491,ORD000491,CUST00160,4019.51,2026-08-20,SUCCESS,82.38,14.83,0.0,3922.3,SET000476,3922.3,0.0,MATCHED
TXN000492,ORD000492,CUST00051,16881.82,2026-08-09,SUCCESS,337.26,60.71,0.0,16483.85,SET000477,16483.85,0.0,MATCHED
TXN000493,ORD000493,CUST00454,16582.27,2026-08-16,SUCCESS,362.02,65.16,0.0,16155.09,SET000478,16155.09,0.0,MATCHED
TXN000494,ORD000494,CUST00622,11106.9,2026-08-09,SUCCESS,258.08,46.45,0.0,10802.37,SET000479,10802.37,0.0,MATCHED
TXN000495,ORD000495,CUST00221,18898.08,2026-08-04,SUCCESS,317.47,57.14,0.0,18523.47,SET000480,18523.47,0.0,MATCHED
TXN000496,ORD000496,CUST00354,10804.85,2026-08-10,SUCCESS,112.95,20.33,0.0,10671.57,SET000481,10671.57,0.0,MATCHED
TXN000497,ORD000497,CUST00695,16994.31,2026-08-16,SUCCESS,291.11,52.4,12281.12,4369.68,SET000482,4369.68,0.0,MATCHED
TXN000498,ORD000498,CUST00540,16711.6,2026-08-02,SUCCESS,255.21,45.94,0.0,16410.45,SET000483,16410.45,0.0,MATCHED
TXN000499,ORD000499,CUST00226,9942.06,2026-08-20,SUCCESS,168.21,30.28,5258.12,4485.45,SET000484,4485.45,0.0,MATCHED
TXN000500,ORD000500,CUST00057,291.41,2026-08-10,SUCCESS,3.66,0.66,0.0,287.09,SET000485,287.09,0.0,MATCHED
TXN000501,ORD000501,CUST00217,19207.0,2026-08-25,SUCCESS,413.32,74.4,0.0,18719.28,SET000486,18719.28,0.0,MATCHED
TXN000502,ORD000502,CUST00262,7307.23,2026-08-04,SUCCESS,139.32,25.08,0.0,7142.83,SET000487,7142.83,0.0,MATCHED
TXN000503,ORD000503,CUST00008,12484.89,2026-08-14,SUCCESS,148.71,26.77,0.0,12309.41,SET000488,12309.41,0.0,MATCHED
TXN000504,ORD000504,CUST00180,3316.72,2026-08-18,SUCCESS,38.29,6.89,0.0,3271.54,SET000489,3271.54,0.0,MATCHED
TXN000505,ORD000505,CUST00236,12556.53,2026-08-22,SUCCESS,279.55,50.32,0.0,12226.66,SET000490,12226.66,0.0,MATCHED
TXN000506,ORD000506,CUST00363,1894.68,2026-08-24,SUCCESS,41.59,7.49,0.0,1845.6,SET000491,1845.6,0.0,MATCHED
TXN000507,ORD000507,CUST00044,10961.87,2026-08-15,SUCCESS,163.2,29.38,0.0,10769.29,SET000492,10769.29,0.0,MATCHED
TXN000508,ORD000508,CUST00080,21566.54,2026-08-19,SUCCESS,425.76,76.64,0.0,21064.14,SET000493,21064.14,0.0,MATCHED
TXN000509,ORD000509,CUST00440,14377.65,2026-08-23,SUCCESS,314.68,56.64,1838.22,12168.11,SET000494,12168.11,0.0,MATCHED
TXN000510,ORD000510,CUST00656,10500.58,2026-08-04,SUCCESS,188.92,34.01,0.0,10277.65,SET000495,10277.65,0.0,MATCHED
TXN000511,ORD000511,CUST00415,619.33,2026-08-11,SUCCESS,9.92,1.79,0.0,607.62,SET000496,607.62,0.0,MATCHED
TXN000512,ORD000512,CUST00176,20052.92,2026-08-20,SUCCESS,324.89,58.48,0.0,19669.55,SET000497,19669.55,0.0,MATCHED
TXN000513,ORD000513,CUST00472,20817.45,2026-08-12,SUCCESS,402.05,72.37,0.0,20343.03,SET000498,20343.03,0.0,MATCHED
TXN000514,ORD000514,CUST00091,10974.12,2026-08-04,SUCCESS,199.94,35.99,0.0,,,10738.19,,MISSING_SETTLEMENT
TXN000515,ORD000515,CUST00250,10948.35,2026-08-13,SUCCESS,269.42,48.5,0.0,10134.21,SET000499,10630.43,496.22,UNDER_SETTLED
TXN000516,ORD000516,CUST00537,2058.31,2026-08-10,SUCCESS,32.43,5.84,0.0,2020.04,SET000500,2020.04,0.0,MATCHED
TXN000517,ORD000517,CUST00348,5617.14,2026-08-25,SUCCESS,84.88,15.28,0.0,5516.98,SET000501,5516.98,0.0,MATCHED
TXN000518,ORD000518,CUST00173,2001.85,2026-08-21,SUCCESS,44.46,8.0,0.0,1949.39,SET000502,1949.39,0.0,MATCHED
TXN000519,ORD000519,CUST00117,13312.06,2026-08-07,SUCCESS,251.13,45.2,0.0,12722.92,SET000503,13015.73,292.81,UNDER_SETTLED
TXN000520,ORD000520,CUST00358,8842.38,2026-08-21,SUCCESS,192.45,34.64,4566.41,4048.88,SET000504,4048.88,0.0,MATCHED
TXN000521,ORD000521,CUST00152,5983.09,2026-08-05,SUCCESS,98.9,17.8,0.0,5866.39,SET000505,5866.39,0.0,MATCHED
TXN000522,ORD000522,CUST00263,5012.07,2026-08-20,SUCCESS,109.31,19.68,0.0,4883.08,SET000506,4883.08,0.0,MATCHED
TXN000523,ORD000523,CUST00157,19029.36,2026-08-21,SUCCESS,345.72,62.23,0.0,18621.41,SET000507,18621.41,0.0,MATCHED
TXN000524,ORD000524,CUST00078,4510.94,2026-08-25,SUCCESS,61.09,11.0,1592.46,2846.39,SET000508,2846.39,0.0,MATCHED
TXN000525,ORD000525,CUST00644,12403.51,2026-08-25,SUCCESS,247.32,44.52,0.0,12111.67,SET000509,12111.67,0.0,MATCHED
TXN000526,ORD000526,CUST00578,19020.94,2026-08-15,SUCCESS,212.43,38.24,0.0,18770.27,SET000510,18770.27,0.0,MATCHED
TXN000527,ORD000527,CUST00698,23111.44,2026-08-19,SUCCESS,553.82,99.69,0.0,22457.93,SET000511,22457.93,0.0,MATCHED
TXN000528,ORD000528,CUST00659,15918.93,2026-08-20,SUCCESS,296.3,53.33,0.0,15569.3,SET000512,15569.3,0.0,MATCHED
TXN000529,ORD000529,CUST00331,21619.75,2026-08-21,SUCCESS,374.01,67.32,0.0,21178.42,SET000513,21178.42,0.0,MATCHED
TXN000530,ORD000530,CUST00324,3858.84,2026-08-03,SUCCESS,72.86,13.11,0.0,3772.87,SET000514,3772.87,0.0,MATCHED
TXN000531,ORD000531,CUST00481,11110.98,2026-08-10,SUCCESS,188.26,33.89,0.0,10888.83,SET000515,10888.83,0.0,MATCHED
TXN000532,ORD000532,CUST00282,14826.35,2026-08-12,SUCCESS,271.71,48.91,0.0,14505.73,SET000516,14505.73,0.0,MATCHED
TXN000533,ORD000533,CUST00520,1947.35,2026-08-15,SUCCESS,43.48,7.83,0.0,1896.04,SET000517,1896.04,0.0,MATCHED
TXN000534,ORD000534,CUST00463,1036.42,2026-08-12,SUCCESS,13.1,2.36,0.0,1020.96,SET000518,1020.96,0.0,MATCHED
TXN000535,ORD000535,CUST00294,2010.6,2026-08-03,SUCCESS,48.93,8.81,0.0,1952.86,SET000519,1952.86,0.0,MATCHED
TXN000536,ORD000536,CUST00630,14892.59,2026-08-13,SUCCESS,164.48,29.61,0.0,14698.5,SET000520,14698.5,0.0,MATCHED
TXN000537,ORD000537,CUST00474,14550.2,2026-08-26,SUCCESS,169.24,30.46,0.0,14350.5,SET000521,14350.5,0.0,MATCHED
TXN000538,ORD000538,CUST00043,11298.37,2026-08-26,SUCCESS,250.95,45.17,0.0,11002.25,SET000522,11002.25,0.0,MATCHED
TXN000539,ORD000539,CUST00586,16330.75,2026-08-11,SUCCESS,352.26,63.41,0.0,15915.08,SET000523,15915.08,0.0,MATCHED
TXN000540,ORD000540,CUST00620,11943.16,2026-08-05,SUCCESS,187.31,33.72,0.0,11722.13,SET000524,11722.13,0.0,MATCHED
TXN000541,ORD000541,CUST00064,11318.03,2026-08-26,SUCCESS,197.1,35.48,0.0,11085.45,SET000525,11085.45,0.0,MATCHED
TXN000542,ORD000542,CUST00352,24561.4,2026-08-03,SUCCESS,488.83,87.99,0.0,23984.58,SET000526,23984.58,0.0,MATCHED
TXN000543,ORD000543,CUST00517,16188.56,2026-08-02,SUCCESS,183.87,33.1,0.0,15971.59,SET000527,15971.59,0.0,MATCHED
TXN000544,ORD000544,CUST00254,17719.78,2026-08-15,SUCCESS,394.36,70.98,0.0,17254.44,SET000528,17254.44,0.0,MATCHED
TXN000545,ORD000545,CUST00537,13116.43,2026-08-06,SUCCESS,305.73,55.03,0.0,12755.67,SET000529,12755.67,0.0,MATCHED
TXN000546,ORD000546,CUST00373,9384.01,2026-08-10,SUCCESS,220.98,39.78,0.0,9123.25,SET000530,9123.25,0.0,MATCHED
TXN000547,ORD000547,CUST00397,10278.36,2026-08-11,SUCCESS,200.86,36.15,0.0,10041.35,SET000531,10041.35,0.0,MATCHED
TXN000548,ORD000548,CUST00696,14987.36,2026-08-26,SUCCESS,149.92,26.99,0.0,14810.45,SET000532,14810.45,0.0,MATCHED
TXN000549,ORD000549,CUST00647,16217.9,2026-08-03,SUCCESS,197.87,35.62,3493.69,,,12490.72,,MISSING_SETTLEMENT
TXN000550,ORD000550,CUST00338,2453.2,2026-08-22,SUCCESS,30.02,5.4,818.54,1599.24,SET000533,1599.24,0.0,MATCHED
TXN000551,ORD000551,CUST00396,7175.26,2026-08-24,SUCCESS,128.93,23.21,0.0,7023.12,SET000534,7023.12,0.0,MATCHED
TXN000552,ORD000552,CUST00673,24113.81,2026-08-20,SUCCESS,382.2,68.8,0.0,23662.81,SET000535,23662.81,0.0,MATCHED
TXN000553,ORD000553,CUST00154,8400.71,2026-08-19,SUCCESS,156.83,28.23,0.0,8215.65,SET000536,8215.65,0.0,MATCHED
TXN000554,ORD000554,CUST00680,3621.57,2026-08-12,SUCCESS,46.85,8.43,0.0,3566.29,SET000537,3566.29,0.0,MATCHED
TXN000555,ORD000555,CUST00318,24195.64,2026-08-23,SUCCESS,489.3,88.07,0.0,23618.27,SET000538,23618.27,0.0,MATCHED
TXN000556,ORD000556,CUST00679,9859.75,2026-08-20,SUCCESS,145.42,26.18,0.0,8405.0,SET000539,9688.15,1283.15,UNDER_SETTLED
TXN000557,ORD000557,CUST00087,7808.59,2026-08-13,SUCCESS,144.88,26.08,0.0,7637.63,SET000540,7637.63,0.0,MATCHED
TXN000558,ORD000558,CUST00659,19812.38,2026-08-05,SUCCESS,469.52,84.51,0.0,19258.35,SET000541,19258.35,0.0,MATCHED
TXN000559,ORD000559,CUST00687,17600.49,2026-08-24,SUCCESS,256.41,46.15,0.0,17297.93,SET000542,17297.93,0.0,MATCHED
TXN000560,ORD000560,CUST00540,2426.98,2026-08-22,SUCCESS,58.61,10.55,0.0,2357.82,SET000543,2357.82,0.0,MATCHED
TXN000561,ORD000561,CUST00434,12761.36,2026-08-01,SUCCESS,210.83,37.95,0.0,12512.58,SET000544,12512.58,0.0,MATCHED
TXN000562,ORD000562,CUST00372,7790.77,2026-08-07,SUCCESS,192.73,34.69,0.0,7563.35,SET000545,7563.35,0.0,MATCHED
TXN000563,ORD000563,CUST00350,23696.94,2026-08-16,SUCCESS,359.34,64.68,0.0,23272.92,SET000546,23272.92,0.0,MATCHED
TXN000564,ORD000564,CUST00197,5740.92,2026-08-05,SUCCESS,65.1,11.72,0.0,5664.1,SET000547,5664.1,0.0,MATCHED
TXN000565,ORD000565,CUST00159,2021.41,2026-08-26,SUCCESS,20.46,3.68,0.0,1997.27,SET000548,1997.27,0.0,MATCHED
TXN000566,ORD000566,CUST00104,12741.47,2026-08-18,SUCCESS,315.94,56.87,12039.2,329.46,SET000549,329.46,0.0,MATCHED
TXN000567,ORD000567,CUST00540,1039.91,2026-08-11,SUCCESS,16.7,3.01,0.0,1020.2,SET000550,1020.2,0.0,MATCHED
TXN000568,ORD000568,CUST00633,3363.12,2026-08-13,SUCCESS,40.07,7.21,0.0,3315.84,SET000551,3315.84,0.0,MATCHED
TXN000569,ORD000569,CUST00158,4139.96,2026-08-23,SUCCESS,59.67,10.74,0.0,4069.55,SET000552,4069.55,0.0,MATCHED
TXN000570,ORD000570,CUST00640,20245.19,2026-08-06,SUCCESS,314.58,56.62,0.0,19873.99,SET000553,19873.99,0.0,MATCHED
TXN000571,ORD000571,CUST00449,1187.94,2026-08-12,SUCCESS,21.66,3.9,0.0,1162.38,SET000554,1162.38,0.0,MATCHED
TXN000572,ORD000572,CUST00693,18017.68,2026-08-15,SUCCESS,194.54,35.02,0.0,17788.12,SET000555,17788.12,0.0,MATCHED
TXN000573,ORD000573,CUST00626,7194.71,2026-08-24,SUCCESS,147.85,26.61,0.0,7020.25,SET000556,7020.25,0.0,MATCHED
TXN000574,ORD000574,CUST00460,5926.67,2026-08-08,SUCCESS,132.23,23.8,0.0,5770.64,SET000557,5770.64,0.0,MATCHED
TXN000575,ORD000575,CUST00317,24143.36,2026-08-26,SUCCESS,371.53,66.88,0.0,23704.95,SET000558,23704.95,0.0,MATCHED
TXN000576,ORD000576,CUST00481,22608.96,2026-08-07,SUCCESS,518.17,93.27,0.0,21997.52,SET000559,21997.52,0.0,MATCHED
TXN000577,ORD000577,CUST00377,16989.84,2026-08-19,SUCCESS,390.51,70.29,0.0,16529.04,SET000560,16529.04,0.0,MATCHED
TXN000578,ORD000578,CUST00452,11595.83,2026-08-10,SUCCESS,156.88,28.24,0.0,11410.71,SET000561,11410.71,0.0,MATCHED
TXN000579,ORD000579,CUST00392,12622.38,2026-08-14,SUCCESS,259.18,46.65,3473.01,8843.54,SET000562,8843.54,0.0,MATCHED
TXN000580,ORD000580,CUST00166,20440.59,2026-08-26,SUCCESS,325.29,58.55,0.0,20056.75,SET000563,20056.75,0.0,MATCHED
TXN000581,ORD000581,CUST00620,3546.12,2026-08-09,SUCCESS,52.38,9.43,0.0,,,3484.31,,MISSING_SETTLEMENT
TXN000582,ORD000582,CUST00054,16065.36,2026-08-12,SUCCESS,252.9,45.52,12269.11,3497.83,SET000564,3497.83,0.0,MATCHED
TXN000583,ORD000583,CUST00568,23363.91,2026-08-23,SUCCESS,367.36,66.12,0.0,22659.89,SET000565,22930.43,270.54,UNDER_SETTLED
TXN000584,ORD000584,CUST00529,21294.03,2026-08-10,SUCCESS,387.06,69.67,0.0,20837.3,SET000566,20837.3,0.0,MATCHED
TXN000585,ORD000585,CUST00086,19101.61,2026-08-09,SUCCESS,380.83,68.55,6207.75,12444.48,SET000567,12444.48,0.0,MATCHED
TXN000586,ORD000586,CUST00461,22642.12,2026-08-05,SUCCESS,387.7,69.79,0.0,22184.63,SET000568,22184.63,0.0,MATCHED
TXN000587,ORD000587,CUST00448,2383.67,2026-08-08,SUCCESS,30.57,5.5,0.0,2347.6,SET000569,2347.6,0.0,MATCHED
TXN000588,ORD000588,CUST00462,22127.28,2026-08-01,SUCCESS,348.92,62.81,0.0,21715.55,SET000570,21715.55,0.0,MATCHED
TXN000589,ORD000589,CUST00425,1426.1,2026-08-17,SUCCESS,34.04,6.13,0.0,1385.93,SET000571,1385.93,0.0,MATCHED
TXN000590,ORD000590,CUST00383,5970.87,2026-08-03,SUCCESS,134.94,24.29,0.0,5811.64,SET000572,5811.64,0.0,MATCHED
TXN000591,ORD000591,CUST00384,5691.02,2026-08-11,SUCCESS,70.08,12.61,0.0,5608.33,SET000573,5608.33,0.0,MATCHED
TXN000592,ORD000592,CUST00102,20995.49,2026-08-21,SUCCESS,524.09,94.34,0.0,20377.06,SET000574,20377.06,0.0,MATCHED
TXN000593,ORD000593,CUST00344,19805.38,2026-08-05,SUCCESS,397.12,71.48,0.0,19336.78,SET000575,19336.78,0.0,MATCHED
TXN000594,ORD000594,CUST00040,7243.3,2026-08-16,SUCCESS,87.02,15.66,0.0,7140.62,SET000576,7140.62,0.0,MATCHED
TXN000595,ORD000595,CUST00143,18995.14,2026-08-16,SUCCESS,210.39,37.87,0.0,18746.88,SET000577,18746.88,0.0,MATCHED
TXN000596,ORD000596,CUST00460,15422.17,2026-08-03,SUCCESS,157.86,28.41,0.0,15235.9,SET000578,15235.9,0.0,MATCHED
TXN000597,ORD000597,CUST00020,6472.51,2026-08-05,SUCCESS,134.76,24.26,0.0,6313.49,SET000579,6313.49,0.0,MATCHED
TXN000598,ORD000598,CUST00562,23511.63,2026-08-20,SUCCESS,406.76,73.22,0.0,23031.65,SET000580,23031.65,0.0,MATCHED
TXN000599,ORD000599,CUST00541,10639.04,2026-08-25,SUCCESS,176.09,31.7,4258.06,6173.19,SET000581,6173.19,0.0,MATCHED
TXN000600,ORD000600,CUST00296,6017.24,2026-08-04,SUCCESS,149.55,26.92,0.0,5840.77,SET000582,5840.77,0.0,MATCHED
TXN000601,ORD000601,CUST00049,6037.14,2026-08-21,SUCCESS,68.04,12.25,0.0,5956.85,SET000583,5956.85,0.0,MATCHED
TXN000602,ORD000602,CUST00638,11482.13,2026-08-04,SUCCESS,225.44,40.58,0.0,11216.11,SET000584,11216.11,0.0,MATCHED
TXN000603,ORD000603,CUST00512,14958.8,2026-08-01,SUCCESS,242.9,43.72,0.0,14672.18,SET000585,14672.18,0.0,MATCHED
TXN000604,ORD000604,CUST00648,12932.86,2026-08-08,SUCCESS,217.79,39.2,0.0,12675.87,SET000586,12675.87,0.0,MATCHED
TXN000605,ORD000605,CUST00148,7352.67,2026-08-01,SUCCESS,160.54,28.9,0.0,7163.23,SET000587,7163.23,0.0,MATCHED
TXN000606,ORD000606,CUST00630,8885.12,2026-08-19,SUCCESS,169.41,30.49,0.0,8685.22,SET000588,8685.22,0.0,MATCHED
TXN000607,ORD000607,CUST00427,4764.12,2026-08-22,SUCCESS,78.06,14.05,0.0,4672.01,SET000589,4672.01,0.0,MATCHED
TXN000608,ORD000608,CUST00088,13134.77,2026-08-12,SUCCESS,166.77,30.02,1707.64,11230.34,SET000590,11230.34,0.0,MATCHED
TXN000609,ORD000609,CUST00070,23839.75,2026-08-18,SUCCESS,420.56,75.7,0.0,23343.49,SET000591,23343.49,0.0,MATCHED
TXN000610,ORD000610,CUST00520,19681.67,2026-08-17,SUCCESS,359.8,64.76,0.0,19257.11,SET000592,19257.11,0.0,MATCHED
TXN000611,ORD000611,CUST00568,606.32,2026-08-16,SUCCESS,10.16,1.83,130.23,464.1,SET000593,464.1,0.0,MATCHED
TXN000612,ORD000612,CUST00045,15928.2,2026-08-12,SUCCESS,244.17,43.95,0.0,15640.08,SET000594,15640.08,0.0,MATCHED
TXN000613,ORD000613,CUST00260,18708.18,2026-08-12,SUCCESS,239.22,43.06,0.0,18425.9,SET000595,18425.9,0.0,MATCHED
TXN000614,ORD000614,CUST00070,8685.58,2026-08-24,SUCCESS,165.62,29.81,0.0,8490.15,SET000596,8490.15,0.0,MATCHED
TXN000615,ORD000615,CUST00673,15743.6,2026-08-25,SUCCESS,293.92,52.91,0.0,15396.77,SET000597,15396.77,0.0,MATCHED
TXN000616,ORD000616,CUST00596,18406.16,2026-08-11,SUCCESS,417.86,75.21,13064.84,4848.25,SET000598,4848.25,0.0,MATCHED
TXN000617,ORD000617,CUST00137,1203.96,2026-08-18,SUCCESS,16.32,2.94,0.0,1184.7,SET000599,1184.7,0.0,MATCHED
