transaction_id,order_id,customer_id,amount,payment_date,payment_status
TXN000378,ORD000378,CUST00295,16972.51,2026-08-06,SUCCESS
TXN000379,ORD000379,CUST00076,11099.07,2026-08-12,SUCCESS
TXN000380,ORD000380,CUST00602,7548.94,2026-08-14,SUCCESS
TXN000381,ORD000381,CUST00257,11475.21,2026-08-10,SUCCESS
TXN000382,ORD000382,CUST00204,24984.4,2026-08-16,SUCCESS
TXN000383,ORD000383,CUST00110,6006.42,2026-08-19,SUCCESS
TXN000384,ORD000384,CUST00368,14412.82,2026-08-23,SUCCESS
TXN000385,ORD000385,CUST00303,646.3,2026-08-22,SUCCESS
TXN000386,ORD000386,CUST00406,6934.56,2026-08-19,SUCCESS
TXN000387,ORD000387,CUST00051,22774.36,2026-08-24,SUCCESS
TXN000388,ORD000388,CUST00509,20837.69,2026-08-10,SUCCESS
TXN000389,ORD000389,CUST00236,15215.92,2026-08-12,SUCCESS
TXN000390,ORD000390,CUST00225,15951.79,2026-08-20,SUCCESS
TXN000391,ORD000391,CUST00257,16976.34,2026-08-24,SUCCESS
TXN000392,ORD000392,CUST00676,17053.29,2026-08-05,SUCCESS
TXN000393,ORD000393,CUST00644,2519.38,2026-08-21,SUCCESS
TXN000394,ORD000394,CUST00662,1081.62,2026-08-26,SUCCESS
TXN000395,ORD000395,CUST00452,930.78,2026-08-12,SUCCESS
TXN000396,ORD000396,CUST00135,2344.32,2026-08-10,SUCCESS
TXN000397,ORD000397,CUST00335,18712.27,2026-08-06,SUCCESS
TXN000398,ORD000398,CUST00206,3390.78,2026-08-18,SUCCESS
TXN000399,ORD000399,CUST00375,13318.22,2026-08-09,SUCCESS
TXN000400,ORD000400,CUST00169,6498.56,2026-08-16,SUCCESS
TXN000401,ORD000401,CUST00303,18689.33,2026-08-11,SUCCESS
TXN000402,ORD000402,CUST00118,11761.45,2026-08-03,SUCCESS
TXN000403,ORD000403,CUST00145,18878.37,2026-08-08,SUCCESS
TXN000404,ORD000404,CUST00693,18133.0,2026-08-13,SUCCESS
TXN000405,ORD000405,CUST00571,9207.8,2026-08-26,SUCCESS
TXN000406,ORD000406,CUST00405,446.57,2026-08-18,SUCCESS
TXN000407,ORD000407,CUST00127,11424.17,2026-08-22,SUCCESS
TXN000408,ORD000408,CUST00689,6627.82,2026-08-13,SUCCESS
TXN000409,ORD000409,CUST00654,23513.27,2026-08-04,SUCCESS
TXN000410,ORD000410,CUST00692,5922.17,2026-08-01,SUCCESS
TXN000411,ORD000411,CUST00635,22117.45,2026-08-18,SUCCESS
TXN000412,ORD000412,CUST00336,22889.87,2026-08-08,SUCCESS
TXN000413,ORD000413,CUST00664,1674.1,2026-08-15,SUCCESS
TXN000414,ORD000414,CUST00310,16266.06,2026-08-04,SUCCESS
TXN000415,ORD000415,CUST00144,1229.14,2026-08-02,SUCCESS
TXN000416,ORD000416,CUST00312,24898.59,2026-08-04,SUCCESS
TXN000417,ORD000417,CUST00100,5946.52,2026-08-18,SUCCESS
TXN000418,ORD000418,CUST00139,9777.28,2026-08-12,SUCCESS
TXN000419,ORD000419,CUST00687,23739.58,2026-08-23,SUCCESS
TXN000420,ORD000420,CUST00554,10536.26,2026-08-24,SUCCESS
TXN000421,ORD000421,CUST00159,22146.8,2026-08-21,SUCCESS
TXN000422,ORD000422,CUST00102,20858.96,2026-08-20,SUCCESS
TXN000423,ORD000423,CUST00418,23482.42,2026-08-09,SUCCESS
TXN000424,ORD000424,CUST00034,17287.99,2026-08-07,SUCCESS
TXN000425,ORD000425,CUST00455,11172.93,2026-08-08,SUCCESS
TXN000426,ORD000426,CUST00372,2573.93,2026-08-22,SUCCESS
TXN000427,ORD000427,CUST00377,13657.2,2026-08-21,SUCCESS
TXN000428,ORD000428,CUST00368,1607.7,2026-08-09,SUCCESS
TXN000429,ORD000429,CUST00195,24208.35,2026-08-15,SUCCESS
TXN000430,ORD000430,CUST00094,16602.94,2026-08-21,SUCCESS
TXN000431,ORD000431,CUST00655,14968.93,2026-08-01,SUCCESS
TXN000432,ORD000432,CUST00052,19691.19,2026-08-08,SUCCESS
TXN000433,ORD000433,CUST00129,19695.75,2026-08-07,SUCCESS
TXN000434,ORD000434,CUST00071,20762.46,2026-08-18,SUCCESS
TXN000435,ORD000435,CUST00213,14700.94,2026-08-08,SUCCESS
TXN000436,ORD000436,CUST00337,19381.78,2026-08-26,SUCCESS
TXN000437,ORD000437,CUST00611,170.61,2026-08-05,SUCCESS
TXN000438,ORD000438,CUST00134,13551.36,2026-08-26,SUCCESS
TXN000439,ORD000439,CUST00179,2837.17,2026-08-01,SUCCESS
TXN000440,ORD000440,CUST00135,470.02,2026-08-26,SUCCESS
TXN000441,ORD000441,CUST00244,14762.44,2026-08-01,SUCCESS
TXN000442,ORD000442,CUST00179,6707.65,2026-08-05,SUCCESS
TXN000443,ORD000443,CUST00432,13199.53,2026-08-24,SUCCESS
TXN000444,ORD000444,CUST00066,11958.52,2026-08-25,SUCCESS
TXN000445,ORD000445,CUST00371,12879.63,2026-08-04,SUCCESS
TXN000446,ORD000446,CUST00463,12645.58,2026-08-20,SUCCESS
TXN000447,ORD000447,CUST00045,18208.35,2026-08-22,SUCCESS
TXN000448,ORD000448,CUST00534,7610.6,2026-08-21,SUCCESS
TXN000449,ORD000449,CUST00032,1614.55,2026-08-16,SUCCESS
TXN000450,ORD000450,CUST00412,10714.21,2026-08-04,SUCCESS
TXN000451,ORD000451,CUST00503,17838.79,2026-08-15,SUCCESS
TXN000452,ORD000452,CUST00076,22491.74,2026-08-11,SUCCESS
TXN000453,ORD000453,CUST00623,3793.51,2026-08-05,SUCCESS
TXN000454,ORD000454,CUST00282,15645.51,2026-08-19,SUCCESS
TXN000455,ORD000455,CUST00562,17832.6,2026-08-13,SUCCESS
TXN000456,ORD000456,CUST00612,13310.87,2026-08-15,SUCCESS
TXN000457,ORD000457,CUST00518,15175.13,2026-08-04,SUCCESS
TXN000458,ORD000458,CUST00118,21334.54,2026-08-21,SUCCESS
TXN000459,ORD000459,CUST00565,18048.91,2026-08-07,SUCCESS
TXN000460,ORD000460,CUST00441,11343.72,2026-08-08,SUCCESS
TXN000461,ORD000461,CUST00424,8539.4,2026-08-15,SUCCESS
TXN000462,ORD000462,CUST00409,10458.14,2026-08-04,SUCCESS
TXN000463,ORD000463,CUST00321,10726.42,2026-08-22,SUCCESS
TXN000464,ORD000464,CUST00262,9420.1,2026-08-05,SUCCESS
TXN000465,ORD000465,CUST00486,1771.62,2026-08-03,SUCCESS
TXN000466,ORD000466,CUST00096,10853.73,2026-08-24,SUCCESS
TXN000467,ORD000467,CUST00382,20313.06,2026-08-18,SUCCESS
TXN000468,ORD000468,CUST00062,14702.98,2026-08-18,SUCCESS
TXN000469,ORD000469,CUST00576,8308.18,2026-08-04,SUCCESS
TXN000470,ORD000470,CUST00421,8904.59,2026-08-22,SUCCESS
TXN000471,ORD000471,CUST00434,21715.49,2026-08-24,SUCCESS
TXN000472,ORD000472,CUST00053,24213.13,2026-08-20,SUCCESS
TXN000473,ORD000473,CUST00320,8855.99,2026-08-19,SUCCESS
TXN000474,ORD000474,CUST00520,5397.2,2026-08-22,SUCCESS
TXN000475,ORD000475,CUST00494,5683.7,2026-08-04,SUCCESS
TXN000476,ORD000476,CUST00359,21149.8,2026-08-12,SUCCESS
TXN000477,ORD000477,CUST00118,19088.88,2026-08-19,SUCCESS
TXN000478,ORD000478,CUST00232,20199.81,2026-08-18,SUCCESS
TXN000479,ORD000479,CUST00637,15377.97,2026-08-21,SUCCESS
TXN000480,ORD000480,CUST00571,753.72,2026-08-22,SUCCESS
TXN000481,ORD000481,CUST00274,820.93,2026-08-09,SUCCESS
TXN000482,ORD000482,CUST00317,23046.28,2026-08-12,SUCCESS
TXN000483,ORD000483,CUST00007,4617.0,2026-08-05,SUCCESS
TXN000484,ORD000484,CUST00580,16467.88,2026-08-03,SUCCESS
TXN000485,ORD000485,CUST00146,18550.13,2026-08-01,SUCCESS
TXN000486,ORD000486,CUST00094,18678.18,2026-08-07,SUCCESS
TXN000487,ORD000487,CUST00386,10553.83,2026-08-11,SUCCESS
TXN000488,ORD000488,CUST00162,9314.32,2026-08-24,SUCCESS
TXN000489,ORD000489,CUST00333,19443.21,2026-08-19,SUCCESS
TXN000490,ORD000490,CUST00611,2215.43,2026-08-02,SUCCESS
TXN000491,ORD000491,CUST00160,4019.51,2026-08-20,SUCCESS
TXN000492,ORD000492,CUST00051,16881.82,2026-08-09,SUCCESS
TXN000493,ORD000493,CUST00454,16582.27,2026-08-16,SUCCESS
TXN000494,ORD000494,CUST00622,11106.9,2026-08-09,SUCCESS
TXN000495,ORD000495,CUST00221,18898.08,2026-08-04,SUCCESS
TXN000496,ORD000496,CUST00354,10804.85,2026-08-10,SUCCESS
TXN000497,ORD000497,CUST00695,16994.31,2026-08-16,SUCCESS
TXN000498,ORD000498,CUST00540,16711.6,2026-08-02,SUCCESS
TXN000499,ORD000499,CUST00226,9942.06,2026-08-20,SUCCESS
TXN000500,ORD000500,CUST00057,291.41,2026-08-10,SUCCESS
TXN000501,ORD000501,CUST00217,19207.0,2026-08-25,SUCCESS
TXN000502,ORD000502,CUST00262,7307.23,2026-08-04,SUCCESS
TXN000503,ORD000503,CUST00008,12484.89,2026-08-14,SUCCESS
TXN000504,ORD000504,CUST00180,3316.72,2026-08-18,SUCCESS
TXN000505,ORD000505,CUST00236,12556.53,2026-08-22,SUCCESS
TXN000506,ORD000506,CUST00363,1894.68,2026-08-24,SUCCESS
TXN000507,ORD000507,CUST00044,10961.87,2026-08-15,SUCCESS
TXN000508,ORD000508,CUST00080,21566.54,2026-08-19,SUCCESS
TXN000509,ORD000509,CUST00440,14377.65,2026-08-23,SUCCESS
TXN000510,ORD000510,CUST00656,10500.58,2026-08-04,SUCCESS
TXN000511,ORD000511,CUST00415,619.33,2026-08-11,SUCCESS
TXN000512,ORD000512,CUST00176,20052.92,2026-08-20,SUCCESS
TXN000513,ORD000513,CUST00472,20817.45,2026-08-12,SUCCESS
TXN000514,ORD000514,CUST00091,10974.12,2026-08-04,SUCCESS
TXN000515,ORD000515,CUST00250,10948.35,2026-08-13,SUCCESS
TXN000516,ORD000516,CUST00537,2058.31,2026-08-10,SUCCESS
TXN000517,ORD000517,CUST00348,5617.14,2026-08-25,SUCCESS
TXN000518,ORD000518,CUST00173,2001.85,2026-08-21,SUCCESS
TXN000519,ORD000519,CUST00117,13312.06,2026-08-07,SUCCESS
TXN000520,ORD000520,CUST00358,8842.38,2026-08-21,SUCCESS
TXN000521,ORD000521,CUST00152,5983.09,2026-08-05,SUCCESS
TXN000522,ORD000522,CUST00263,5012.07,2026-08-20,SUCCESS
TXN000523,ORD000523,CUST00157,19029.36,2026-08-21,SUCCESS
TXN000524,ORD000524,CUST00078,4510.94,2026-08-25,SUCCESS
TXN000525,ORD000525,CUST00644,12403.51,2026-08-25,SUCCESS
TXN000526,ORD000526,CUST00578,19020.94,2026-08-15,SUCCESS
TXN000527,ORD000527,CUST00698,23111.44,2026-08-19,SUCCESS
TXN000528,ORD000528,CUST00659,15918.93,2026-08-20,SUCCESS
TXN000529,ORD000529,CUST00331,21619.75,2026-08-21,SUCCESS
TXN000530,ORD000530,CUST00324,3858.84,2026-08-03,SUCCESS
TXN000531,ORD000531,CUST00481,11110.98,2026-08-10,SUCCESS
TXN000532,ORD000532,CUST00282,14826.35,2026-08-12,SUCCESS
TXN000533,ORD000533,CUST00520,1947.35,2026-08-15,SUCCESS
TXN000534,ORD000534,CUST00463,1036.42,2026-08-12,SUCCESS
TXN000535,ORD000535,CUST00294,2010.6,2026-08-03,SUCCESS
TXN000536,ORD000536,CUST00630,14892.59,2026-08-13,SUCCESS
TXN000537,ORD000537,CUST00474,14550.2,2026-08-26,SUCCESS
TXN000538,ORD000538,CUST00043,11298.37,2026-08-26,SUCCESS
TXN000539,ORD000539,CUST00586,16330.75,2026-08-11,SUCCESS
TXN000540,ORD000540,CUST00620,11943.16,2026-08-05,SUCCESS
TXN000541,ORD000541,CUST00064,11318.03,2026-08-26,SUCCESS
TXN000542,ORD000542,CUST00352,24561.4,2026-08-03,SUCCESS
TXN000543,ORD000543,CUST00517,16188.56,2026-08-02,SUCCESS
TXN000544,ORD000544,CUST00254,17719.78,2026-08-15,SUCCESS
TXN000545,ORD000545,CUST00537,13116.43,2026-08-06,SUCCESS
TXN000546,ORD000546,CUST00373,9384.01,2026-08-10,SUCCESS
TXN000547,ORD000547,CUST00397,10278.36,2026-08-11,SUCCESS
TXN000548,ORD000548,CUST00696,14987.36,2026-08-26,SUCCESS
TXN000549,ORD000549,CUST00647,16217.9,2026-08-03,SUCCESS
TXN000550,ORD000550,CUST00338,2453.2,2026-08-22,SUCCESS
TXN000551,ORD000551,CUST00396,7175.26,2026-08-24,SUCCESS
TXN000552,ORD000552,CUST00673,24113.81,2026-08-20,SUCCESS
TXN000553,ORD000553,CUST00154,8400.71,2026-08-19,SUCCESS
TXN000554,ORD000554,CUST00680,3621.57,2026-08-12,SUCCESS
TXN000555,ORD000555,CUST00318,24195.64,2026-08-23,SUCCESS
TXN000556,ORD000556,CUST00679,9859.75,2026-08-20,SUCCESS
TXN000557,ORD000557,CUST00087,7808.59,2026-08-13,SUCCESS
TXN000558,ORD000558,CUST00659,19812.38,2026-08-05,SUCCESS
TXN000559,ORD000559,CUST00687,17600.49,2026-08-24,SUCCESS
TXN000560,ORD000560,CUST00540,2426.98,2026-08-22,SUCCESS
TXN000561,ORD000561,CUST00434,12761.36,2026-08-01,SUCCESS
TXN000562,ORD000562,CUST00372,7790.77,2026-08-07,SUCCESS
TXN000563,ORD000563,CUST00350,23696.94,2026-08-16,SUCCESS
TXN000564,ORD000564,CUST00197,5740.92,2026-08-05,SUCCESS
TXN000565,ORD000565,CUST00159,2021.41,2026-08-26,SUCCESS
TXN000566,ORD000566,CUST00104,12741.47,2026-08-18,SUCCESS
TXN000567,ORD000567,CUST00540,1039.91,2026-08-11,SUCCESS
TXN000568,ORD000568,CUST00633,3363.12,2026-08-13,SUCCESS
TXN000569,ORD000569,CUST00158,4139.96,2026-08-23,SUCCESS
TXN000570,ORD000570,CUST00640,20245.19,2026-08-06,SUCCESS
TXN000571,ORD000571,CUST00449,1187.94,2026-08-12,SUCCESS
TXN000572,ORD000572,CUST00693,18017.68,2026-08-15,SUCCESS
TXN000573,ORD000573,CUST00626,7194.71,2026-08-24,SUCCESS
TXN000574,ORD000574,CUST00460,5926.67,2026-08-08,SUCCESS
TXN000575,ORD000575,CUST00317,24143.36,2026-08-26,SUCCESS
TXN000576,ORD000576,CUST00481,22608.96,2026-08-07,SUCCESS
TXN000577,ORD000577,CUST00377,16989.84,2026-08-19,SUCCESS
TXN000578,ORD000578,CUST00452,11595.83,2026-08-10,SUCCESS
TXN000579,ORD000579,CUST00392,12622.38,2026-08-14,SUCCESS
TXN000580,ORD000580,CUST00166,20440.59,2026-08-26,SUCCESS
TXN000581,ORD000581,CUST00620,3546.12,2026-08-09,SUCCESS
TXN000582,ORD000582,CUST00054,16065.36,2026-08-12,SUCCESS
TXN000583,ORD000583,CUST00568,23363.91,2026-08-23,SUCCESS
TXN000584,ORD000584,CUST00529,21294.03,2026-08-10,SUCCESS
TXN000585,ORD000585,CUST00086,19101.61,2026-08-09,SUCCESS
TXN000586,ORD000586,CUST00461,22642.12,2026-08-05,SUCCESS
TXN000587,ORD000587,CUST00448,2383.67,2026-08-08,SUCCESS
TXN000588,ORD000588,CUST00462,22127.28,2026-08-01,SUCCESS
TXN000589,ORD000589,CUST00425,1426.1,2026-08-17,SUCCESS
TXN000590,ORD000590,CUST00383,5970.87,2026-08-03,SUCCESS
TXN000591,ORD000591,CUST00384,5691.02,2026-08-11,SUCCESS
TXN000592,ORD000592,CUST00102,20995.49,2026-08-21,SUCCESS
TXN000593,ORD000593,CUST00344,19805.38,2026-08-05,SUCCESS
TXN000594,ORD000594,CUST00040,7243.3,2026-08-16,SUCCESS
TXN000595,ORD000595,CUST00143,18995.14,2026-08-16,SUCCESS
TXN000596,ORD000596,CUST00460,15422.17,2026-08-03,SUCCESS
TXN000597,ORD000597,CUST00020,6472.51,2026-08-05,SUCCESS
TXN000598,ORD000598,CUST00562,23511.63,2026-08-20,SUCCESS
TXN000599,ORD000599,CUST00541,10639.04,2026-08-25,SUCCESS
TXN000600,ORD000600,CUST00296,6017.24,2026-08-04,SUCCESS
TXN000601,ORD000601,CUST00049,6037.14,2026-08-21,SUCCESS
TXN000602,ORD000602,CUST00638,11482.13,2026-08-04,SUCCESS
TXN000603,ORD000603,CUST00512,14958.8,2026-08-01,SUCCESS
TXN000604,ORD000604,CUST00648,12932.86,2026-08-08,SUCCESS
TXN000605,ORD000605,CUST00148,7352.67,2026-08-01,SUCCESS
TXN000606,ORD000606,CUST00630,8885.12,2026-08-19,SUCCESS
TXN000607,ORD000607,CUST00427,4764.12,2026-08-22,SUCCESS
TXN000608,ORD000608,CUST00088,13134.77,2026-08-12,SUCCESS
TXN000609,ORD000609,CUST00070,23839.75,2026-08-18,SUCCESS
TXN000610,ORD000610,CUST00520,19681.67,2026-08-17,SUCCESS
TXN000611,ORD000611,CUST00568,606.32,2026-08-16,SUCCESS
TXN000612,ORD000612,CUST00045,15928.2,2026-08-12,SUCCESS
TXN000613,ORD000613,CUST00260,18708.18,2026-08-12,SUCCESS
TXN000614,ORD000614,CUST00070,8685.58,2026-08-24,SUCCESS
TXN000615,ORD000615,CUST00673,15743.6,2026-08-25,SUCCESS
TXN000616,ORD000616,CUST00596,18406.16,2026-08-11,SUCCESS
TXN000617,ORD000617,CUST00137,1203.96,2026-08-18,SUCCESS
TXN000618,ORD000618,CUST00347,20356.37,2026-08-06,SUCCESS
TXN000619,ORD000619,CUST00476,24522.4,2026-08-16,SUCCESS
TXN000620,ORD000620,CUST00647,4638.72,2026-08-05,SUCCESS
TXN000621,ORD000621,CUST00065,17929.52,2026-08-15,SUCCESS
TXN000622,ORD000622,CUST00038,7406.72,2026-08-02,SUCCESS
TXN000623,ORD000623,CUST00205,22156.18,2026-08-11,SUCCESS
TXN000624,ORD000624,CUST00318,12933.05,2026-08-18,SUCCESS
TXN000625,ORD000625,CUST00485,6407.51,2026-08-25,SUCCESS
TXN000626,ORD000626,CUST00663,4858.48,2026-08-12,SUCCESS
TXN000627,ORD000627,CUST00049,21658.38,2026-08-11,SUCCESS
TXN000628,ORD000628,CUST00280,3199.43,2026-08-12,SUCCESS
TXN000629,ORD000629,CUST00448,22248.21,2026-08-24,SUCCESS
TXN000630,ORD000630,CUST00451,22376.47,2026-08-13,SUCCESS
TXN000631,ORD000631,CUST00348,24345.72,2026-08-16,SUCCESS
TXN000632,ORD000632,CUST00510,9246.94,2026-08-26,SUCCESS
TXN000633,ORD000633,CUST00532,6741.35,2026-08-03,SUCCESS
TXN000634,ORD000634,CUST00435,2065.28,2026-08-20,SUCCESS
TXN000635,ORD000635,CUST00185,13682.31,2026-08-11,SUCCESS
TXN000636,ORD000636,CUST00106,2093.72,2026-08-22,SUCCESS
TXN000637,ORD000637,CUST00303,7731.75,2026-08-20,SUCCESS
TXN000638,ORD000638,CUST00437,4249.45,2026-08-15,SUCCESS
TXN000639,ORD000639,CUST00360,11233.53,2026-08-24,SUCCESS
TXN000640,ORD000640,CUST00362,15409.8,2026-08-14,SUCCESS
TXN000641,ORD000641,CUST00282,16022.79,2026-08-26,SUCCESS
TXN000642,ORD000642,CUST00059,1968.53,2026-08-21,SUCCESS
TXN000643,ORD000643,CUST00416,9146.45,2026-08-26,SUCCESS
TXN000644,ORD000644,CUST00696,4083.67,2026-08-01,SUCCESS
TXN000645,ORD000645,CUST00147,21231.87,2026-08-22,SUCCESS
TXN000646,ORD000646,CUST00449,966.49,2026-08-03,SUCCESS
TXN000647,ORD000647,CUST00242,19485.03,2026-08-12,SUCCESS
TXN000648,ORD000648,CUST00371,9633.07,2026-08-19,SUCCESS
TXN000649,ORD000649,CUST00034,15166.86,2026-08-22,SUCCESS
TXN000650,ORD000650,CUST00461,23725.71,2026-08-12,SUCCESS
TXN000651,ORD000651,CUST00455,19100.8,2026-08-19,SUCCESS
TXN000652,ORD000652,CUST00141,13283.55,2026-08-13,SUCCESS
TXN000653,ORD000653,CUST00322,16274.06,2026-08-08,SUCCESS
TXN000654,ORD000654,CUST00117,745.24,2026-08-06,SUCCESS
TXN000655,ORD000655,CUST00512,12991.86,2026-08-18,SUCCESS
TXN000656,ORD000656,CUST00121,6618.24,2026-08-09,SUCCESS
TXN000657,ORD000657,CUST00457,5442.8,2026-08-20,SUCCESS
TXN000658,ORD000658,CUST00293,17380.12,2026-08-16,SUCCESS
TXN000659,ORD000659,CUST00205,3153.67,2026-08-03,SUCCESS
TXN000660,ORD000660,CUST00463,4399.14,2026-08-23,SUCCESS
TXN000661,ORD000661,CUST00456,24931.83,2026-08-26,SUCCESS
TXN000662,ORD000662,CUST00699,24192.27,2026-08-11,SUCCESS
TXN000663,ORD000663,CUST00684,8750.89,2026-08-03,SUCCESS
TXN000664,ORD000664,CUST00564,13600.07,2026-08-10,SUCCESS
TXN000665,ORD000665,CUST00162,17824.05,2026-08-23,SUCCESS
TXN000666,ORD000666,CUST00654,4434.87,2026-08-12,SUCCESS
TXN000667,ORD000667,CUST00521,5683.62,2026-08-07,SUCCESS
TXN000668,ORD000668,CUST00143,5994.73,2026-08-16,SUCCESS
TXN000669,ORD000669,CUST00027,9086.32,2026-08-19,SUCCESS
TXN000670,ORD000670,CUST00378,11738.41,2026-08-18,SUCCESS
TXN000671,ORD000671,CUST00133,15337.51,2026-08-03,SUCCESS
TXN000672,ORD000672,CUST00068,7801.34,2026-08-23,SUCCESS
TXN000673,ORD000673,CUST00491,13189.82,2026-08-25,SUCCESS
TXN000674,ORD000674,CUST00420,20601.15,2026-08-03,SUCCESS
TXN000675,ORD000675,CUST00129,24312.26,2026-08-21,SUCCESS
TXN000676,ORD000676,CUST00076,11304.36,2026-08-22,SUCCESS
TXN000677,ORD000677,CUST00530,8678.42,2026-08-25,SUCCESS
TXN000678,ORD000678,CUST00565,16030.87,2026-08-06,SUCCESS
TXN000679,ORD000679,CUST00133,10872.2,2026-08-02,SUCCESS
TXN000680,ORD000680,CUST00128,13000.74,2026-08-10,SUCCESS
TXN000681,ORD000681,CUST00169,4132.98,2026-08-23,SUCCESS
TXN000682,ORD000682,CUST00231,8715.97,2026-08-17,SUCCESS
TXN000683,ORD000683,CUST00291,21163.75,2026-08-09,SUCCESS
TXN000684,ORD000684,CUST00202,15912.92,2026-08-18,SUCCESS
TXN000685,ORD000685,CUST00282,3216.74,2026-08-10,SUCCESS
TXN000686,ORD000686,CUST00630,13383.6,2026-08-17,SUCCESS
TXN000687,ORD000687,CUST00657,4299.03,2026-08-19,SUCCESS
TXN000688,ORD000688,CUST00158,4362.9,2026-08-20,SUCCESS
TXN000689,ORD000689,CUST00620,8506.73,2026-08-19,SUCCESS
TXN000690,ORD000690,CUST00043,20648.38,2026-08-01,SUCCESS
TXN000691,ORD000691,CUST00084,1232.0,2026-08-21,SUCCESS
TXN000692,ORD000692,CUST00591,6689.93,2026-08-07,SUCCESS
TXN000693,ORD000693,CUST00586,10473.01,2026-08-21,SUCCESS
TXN000694,ORD000694,CUST00032,12501.15,2026-08-21,SUCCESS
TXN000695,ORD000695,CUST00559,7312.82,2026-08-10,SUCCESS
TXN000696,ORD000696,CUST00495,6197.46,2026-08-26,SUCCESS
TXN000697,ORD000697,CUST00416,7506.1,2026-08-03,SUCCESS
TXN000698,ORD000698,CUST00062,4036.2,2026-08-14,SUCCESS
TXN000699,ORD000699,CUST00496,11664.61,2026-08-11,SUCCESS
TXN000700,ORD000700,CUST00622,3677.35,2026-08-23,SUCCESS
TXN000701,ORD000701,CUST00327,18381.57,2026-08-12,SUCCESS
TXN000702,ORD000702,CUST00409,3356.08,2026-08-12,SUCCESS
TXN000703,ORD000703,CUST00528,14085.12,2026-08-11,SUCCESS
TXN000704,ORD000704,CUST00248,11715.17,2026-08-09,SUCCESS
TXN000705,ORD000705,CUST00461,6273.18,2026-08-04,SUCCESS
TXN000706,ORD000706,CUST00052,7326.28,2026-08-13,SUCCESS
TXN000707,ORD000707,CUST00631,10511.56,2026-08-06,SUCCESS
TXN000708,ORD000708,CUST00336,23350.41,2026-08-24,SUCCESS
TXN000709,ORD000709,CUST00321,4826.87,2026-08-06,SUCCESS
TXN000710,ORD000710,CUST00511,24899.64,2026-08-15,SUCCESS
TXN000711,ORD000711,CUST00511,21988.98,2026-08-16,SUCCESS
TXN000712,ORD000712,CUST00024,2342.22,2026-08-13,SUCCESS
TXN000713,ORD000713,CUST00518,11485.04,2026-08-08,SUCCESS
TXN000714,ORD000714,CUST00221,14625.27,2026-08-02,SUCCESS
TXN000715,ORD000715,CUST00052,7105.77,2026-08-20,SUCCESS
TXN000716,ORD000716,CUST00670,16845.76,2026-08-10,SUCCESS
TXN000717,ORD000717,CUST00550,303.62,2026-08-04,SUCCESS
TXN000718,ORD000718,CUST00442,3434.98,2026-08-09,SUCCESS
TXN000719,ORD000719,CUST00375,19120.03,2026-08-12,SUCCESS
TXN000720,ORD000720,CUST00047,10074.48,2026-08-19,SUCCESS
TXN000721,ORD000721,CUST00576,4946.92,2026-08-18,SUCCESS
TXN000722,ORD000722,CUST00296,1930.94,2026-08-17,SUCCESS
TXN000723,ORD000723,CUST00462,19133.66,2026-08-09,SUCCESS
TXN000724,ORD000724,CUST00639,17041.93,2026-08-04,SUCCESS
TXN000725,ORD000725,CUST00132,24379.56,2026-08-13,SUCCESS
TXN000726,ORD000726,CUST00383,19892.94,2026-08-11,SUCCESS
TXN000727,ORD000727,CUST00572,23479.82,2026-08-25,SUCCESS
TXN000728,ORD000728,CUST00148,5056.54,2026-08-17,SUCCESS
TXN000729,ORD000729,CUST00412,12551.94,2026-08-02,SUCCESS
TXN000730,ORD000730,CUST00040,3512.21,2026-08-11,SUCCESS
TXN000731,ORD000731,CUST00486,13031.38,2026-08-05,SUCCESS
TXN000732,ORD000732,CUST00621,22338.98,2026-08-05,SUCCESS
TXN000733,ORD000733,CUST00336,23291.08,2026-08-11,SUCCESS
TXN000734,ORD000734,CUST00167,9884.57,2026-08-20,SUCCESS
TXN000735,ORD000735,CUST00307,14883.74,2026-08-17,SUCCESS
TXN000736,ORD000736,CUST00522,13355.26,2026-08-23,SUCCESS
TXN000737,ORD000737,CUST00577,7564.79,2026-08-01,SUCCESS
TXN000738,ORD000738,CUST00378,8347.87,2026-08-04,SUCCESS
TXN000739,ORD000739,CUST00427,14634.18,2026-08-26,SUCCESS
TXN000740,ORD000740,CUST00645,763.51,2026-08-16,SUCCESS
TXN000741,ORD000741,CUST00272,24180.06,2026-08-26,SUCCESS
TXN000742,ORD000742,CUST00593,14483.1,2026-08-24,SUCCESS
TXN000743,ORD000743,CUST00053,14629.73,2026-08-06,SUCCESS
TXN000744,ORD000744,CUST00537,15762.73,2026-08-20,SUCCESS
TXN000745,ORD000745,CUST00390,3779.62,2026-08-22,SUCCESS
TXN000746,ORD000746,CUST00249,886.11,2026-08-23,SUCCESS
TXN000747,ORD000747,CUST00113,4850.53,2026-08-15,SUCCESS
TXN000748,ORD000748,CUST00322,10527.63,2026-08-14,SUCCESS
TXN000749,ORD000749,CUST00209,10318.4,2026-08-25,SUCCESS
TXN000750,ORD000750,CUST00627,23020.97,2026-08-24,SUCCESS
TXN000751,ORD000751,CUST00064,17673.8,2026-08-17,SUCCESS
TXN000752,ORD000752,CUST00213,14066.08,2026-08-22,SUCCESS
TXN000753,ORD000753,CUST00490,13184.38,2026-08-11,SUCCESS
TXN000754,ORD000754,CUST00178,11545.62,2026-08-18,SUCCESS
TXN000755,ORD000755,CUST00351,13702.2,2026-08-22,SUCCESS
