settlement_id,transaction_id,settled_amount,settlement_date
SET000608,TXN000626,4759.74,2026-08-15
SET000609,TXN000627,21138.11,2026-08-12
SET000610,TXN000628,1860.79,2026-08-13
SET000611,TXN000629,21697.7,2026-08-27
SET000612,TXN000630,21722.87,2026-08-16
SET000613,TXN000631,23634.56,2026-08-17
SET000614,TXN000632,9010.35,2026-08-29
SET000615,TXN000633,6606.32,2026-08-04
SET000616,TXN000634,2038.05,2026-08-21
SET000617,TXN000635,13305.35,2026-08-13
SET000618,TXN000636,2065.74,2026-08-24
SET000619,TXN000637,1309.47,2026-08-21
SET000620,TXN000638,4143.52,2026-08-16
SET000621,TXN000639,9760.1,2026-08-26
SET000622,TXN000640,15206.66,2026-08-17
SET000623,TXN000641,15654.0,2026-08-27
SET000624,TXN000642,1917.49,2026-08-23
SET000625,TXN000643,8987.93,2026-08-28
SET000626,TXN000644,4031.67,2026-08-04
SET000627,TXN000645,20852.23,2026-08-23
SET000628,TXN000646,941.77,2026-08-05
SET000629,TXN000647,11679.34,2026-08-14
SET000630,TXN000648,9431.99,2026-08-22
SET000631,TXN000649,14861.92,2026-08-25
SET000632,TXN000650,23137.59,2026-08-13
SET000633,TXN000651,18733.08,2026-08-20
SET000634,TXN000652,12900.96,2026-08-16
SET000635,TXN000653,15852.09,2026-08-09
SET000636,TXN000654,732.63,2026-08-07
SET000637,TXN000655,12830.44,2026-08-20
SET000638,TXN000656,6432.04,2026-08-10
SET000639,TXN000657,5306.38,2026-08-23
SET000640,TXN000658,6040.23,2026-08-19
SET000641,TXN000659,3084.99,2026-08-05
SET000642,TXN000660,1894.78,2026-08-24
SET000643,TXN000661,24428.83,2026-08-28
SET000644,TXN000662,23834.4,2026-08-13
SET000645,TXN000663,8639.64,2026-08-06
SET000646,TXN000664,13201.18,2026-08-11
SET000647,TXN000665,17358.53,2026-08-26
SET000648,TXN000666,4333.53,2026-08-13
SET000649,TXN000667,5587.7,2026-08-08
SET000650,TXN000668,5915.23,2026-08-18
SET000651,TXN000669,8897.79,2026-08-21
SET000652,TXN000670,11423.0,2026-08-21
SET000653,TXN000671,15081.1,2026-08-04
SET000654,TXN000672,7690.99,2026-08-25
SET000655,TXN000673,12968.58,2026-08-27
SET000656,TXN000674,20045.25,2026-08-05
SET000657,TXN000675,24019.27,2026-08-22
SET000658,TXN000676,11148.65,2026-08-23
SET000659,TXN000677,8549.2,2026-08-26
SET000660,TXN000678,15673.79,2026-08-09
SET000661,TXN000679,10714.82,2026-08-04
SET000662,TXN000680,12744.55,2026-08-13
SET000663,TXN000681,2795.7,2026-08-24
SET000664,TXN000682,5951.72,2026-08-19
SET000665,TXN000683,20651.51,2026-08-10
SET000666,TXN000684,15588.56,2026-08-20
SET000667,TXN000685,3133.27,2026-08-11
SET000668,TXN000686,13021.47,2026-08-20
SET000669,TXN000687,4222.21,2026-08-21
SET000670,TXN000688,4304.9,2026-08-23
SET000671,TXN000689,8384.51,2026-08-20
SET000672,TXN000690,20063.4,2026-08-02
SET000673,TXN000691,1214.1,2026-08-24
SET000674,TXN000692,6552.26,2026-08-10
SET000675,TXN000693,10165.24,2026-08-22
SET000676,TXN000694,10595.34,2026-08-22
SET000677,TXN000695,7195.73,2026-08-13
SET000678,TXN000696,6076.04,2026-08-27
SET000679,TXN000697,7332.82,2026-08-05
SET000680,TXN000698,3973.51,2026-08-16
SET000681,TXN000699,11375.34,2026-08-12
SET000682,TXN000700,2334.86,2026-08-26
SET000683,TXN000701,17955.71,2026-08-14
SET000684,TXN000702,3271.6,2026-08-13
SET000685,TXN000704,10359.12,2026-08-10
SET000686,TXN000705,6154.89,2026-08-06
SET000687,TXN000706,7200.75,2026-08-16
SET000688,TXN000708,2715.38,2026-08-26
SET000689,TXN000709,4724.42,2026-08-09
SET000690,TXN000710,6766.99,2026-08-18
SET000691,TXN000711,21454.89,2026-08-17
SET000692,TXN000712,2294.9,2026-08-14
SET000693,TXN000713,11320.01,2026-08-10
SET000694,TXN000714,14227.41,2026-08-04
SET000695,TXN000715,7020.43,2026-08-21
SET000696,TXN000716,16370.52,2026-08-11
SET000697,TXN000717,297.63,2026-08-05
SET000698,TXN000718,3353.19,2026-08-12
SET000699,TXN000719,18568.93,2026-08-13
SET000700,TXN000720,9833.83,2026-08-20
SET000701,TXN000721,4884.96,2026-08-19
SET000702,TXN000722,1162.81,2026-08-19
SET000703,TXN000723,18102.48,2026-08-12
SET000704,TXN000724,12632.95,2026-08-06
SET000705,TXN000725,23905.55,2026-08-15
SET000706,TXN000726,19334.95,2026-08-12
SET000707,TXN000727,22846.03,2026-08-26
SET000708,TXN000728,4966.9,2026-08-20
SET000709,TXN000729,12344.48,2026-08-05
SET000710,TXN000730,3464.66,2026-08-13
SET000711,TXN000731,12726.68,2026-08-06
SET000712,TXN000732,21920.72,2026-08-07
SET000713,TXN000733,7455.25,2026-08-14
SET000714,TXN000734,9636.88,2026-08-23
SET000715,TXN000735,14514.66,2026-08-19
SET000716,TXN000736,13058.5,2026-08-26
SET000717,TXN000737,7449.42,2026-08-02
SET000718,TXN000738,1387.22,2026-08-06
SET000719,TXN000739,14282.69,2026-08-29
SET000720,TXN000740,752.06,2026-08-17
SET000721,TXN000741,23660.36,2026-08-27
SET000722,TXN000742,14139.73,2026-08-27
SET000723,TXN000743,14241.73,2026-08-09
SET000724,TXN000744,15573.39,2026-08-21
SET000725,TXN000745,3728.48,2026-08-23
SET000726,TXN000746,444.88,2026-08-25
SET000727,TXN000747,2049.62,2026-08-17
SET000728,TXN000748,10362.51,2026-08-15
SET000729,TXN000749,10144.9,2026-08-26
SET000730,TXN000750,22670.65,2026-08-27
SET000731,TXN000751,17457.84,2026-08-18
SET000732,TXN000752,12580.81,2026-08-24
SET000733,TXN000753,12809.79,2026-08-13
SET000734,TXN000754,11275.2,2026-08-19
SET000735,TXN000755,13337.89,2026-08-24
SET000736,TXN000756,15657.03,2026-08-25
SET000737,TXN000757,14937.78,2026-08-10
SET000738,TXN000758,6875.78,2026-08-13
SET000739,TXN000759,23215.19,2026-08-11
SET000740,TXN000760,17176.15,2026-08-25
SET000741,TXN000761,7881.6,2026-08-14
SET000742,TXN000762,15854.25,2026-08-29
SET000743,TXN000763,7064.49,2026-08-20
SET000744,TXN000764,13328.15,2026-08-16
SET000745,TXN000765,23179.47,2026-08-28
SET000746,TXN000766,7129.46,2026-08-13
SET000747,TXN000767,8514.08,2026-08-16
SET000748,TXN000768,6379.84,2026-08-19
SET000749,TXN000769,5028.52,2026-08-20
SET000750,TXN000770,22670.36,2026-08-26
SET000751,TXN000771,3436.81,2026-08-23
SET000752,TXN000772,5887.69,2026-08-05
SET000753,TXN000773,22261.2,2026-08-10
SET000754,TXN000774,5783.47,2026-08-05
SET000755,TXN000775,8092.98,2026-08-17
SET000756,TXN000776,16627.85,2026-08-08
SET000757,TXN000777,23693.89,2026-08-07
SET000758,TXN000778,16117.12,2026-08-19
SET000759,TXN000779,16084.75,2026-08-28
SET000760,TXN000780,7890.16,2026-08-24
SET000761,TXN000781,22285.83,2026-08-05
SET000762,TXN000782,14141.29,2026-08-21
SET000763,TXN000783,22545.64,2026-08-09
SET000764,TXN000785,24518.62,2026-08-16
SET000765,TXN000786,4646.28,2026-08-26
SET000766,TXN000787,21481.24,2026-08-03
SET000767,TXN000788,13840.11,2026-08-06
SET000768,TXN000790,12356.53,2026-08-08
SET000769,TXN000791,11512.66,2026-08-08
SET000770,TXN000792,8214.46,2026-08-27
SET000771,TXN000793,15829.64,2026-08-25
SET000772,TXN000794,443.64,2026-08-14
SET000773,TXN000795,13907.62,2026-08-26
SET000774,TXN000796,3743.89,2026-08-23
SET000775,TXN000797,20185.87,2026-08-19
SET000776,TXN000798,2228.97,2026-08-24
SET000777,TXN000799,4639.51,2026-08-08
SET000778,TXN000800,7978.92,2026-08-11
SET000779,TXN000801,6486.5,2026-08-09
SET000780,TXN000802,18496.98,2026-08-12
SET000781,TXN000803,14199.23,2026-08-22
SET000782,TXN000804,6517.22,2026-08-15
SET000783,TXN000805,1608.8,2026-08-07
SET000784,TXN000806,7520.35,2026-08-14
SET000785,TXN000807,22541.37,2026-08-25
SET000786,TXN000808,17002.69,2026-08-22
SET000787,TXN000809,9028.03,2026-08-10
SET000788,TXN000810,14426.68,2026-08-17
SET000789,TXN000811,11177.87,2026-08-22
SET000790,TXN000812,10235.82,2026-08-21
SET000791,TXN000813,18418.94,2026-08-29
SET000792,TXN000814,20234.36,2026-08-26
SET000793,TXN000815,16707.92,2026-08-22
SET000794,TXN000816,12832.56,2026-08-20
SET000795,TXN000817,1992.37,2026-08-22
SET000796,TXN000818,1595.69,2026-08-20
SET000797,TXN000819,5024.04,2026-08-20
SET000798,TXN000820,4147.21,2026-08-19
SET000799,TXN000821,2908.48,2026-08-09
SET000800,TXN000822,11949.34,2026-08-19
SET000801,TXN000823,19824.98,2026-08-17
SET000802,TXN000824,12598.57,2026-08-16
SET000803,TXN000825,1494.06,2026-08-17
SET000804,TXN000826,19825.65,2026-08-27
SET000805,TXN000828,14226.04,2026-08-04
SET000806,TXN000829,8479.23,2026-08-06
SET000807,TXN000830,24138.61,2026-08-06
SET000808,TXN000831,878.27,2026-08-15
SET000809,TXN000832,18838.14,2026-08-28
SET000810,TXN000833,22639.07,2026-08-23
SET000811,TXN000834,9299.46,2026-08-16
SET000812,TXN000835,21319.88,2026-08-14
SET000813,TXN000836,2044.99,2026-08-23
SET000814,TXN000837,3332.08,2026-08-15
SET000815,TXN000838,4476.16,2026-08-21
SET000816,TXN000839,13102.38,2026-08-27
SET000817,TXN000840,20498.57,2026-08-28
SET000818,TXN000841,24093.03,2026-08-18
SET000819,TXN000842,2638.19,2026-08-17
SET000820,TXN000843,9279.92,2026-08-10
SET000821,TXN000844,11303.9,2026-08-08
SET000822,TXN000845,4706.12,2026-08-25
SET000823,TXN000846,890.21,2026-08-24
SET000824,TXN000847,15057.12,2026-08-03
SET000825,TXN000848,5101.61,2026-08-05
SET000826,TXN000849,922.68,2026-08-22
SET000827,TXN000850,17343.82,2026-08-04
SET000828,TXN000851,3126.47,2026-08-15
SET000829,TXN000852,5802.72,2026-08-08
SET000830,TXN000853,3515.95,2026-08-13
SET000831,TXN000854,20149.44,2026-08-25
SET000832,TXN000855,7868.89,2026-08-22
SET000833,TXN000856,20124.55,2026-08-09
SET000834,TXN000857,21453.04,2026-08-23
SET000835,TXN000858,5455.08,2026-08-12
SET000836,TXN000859,1585.9,2026-08-22
SET000837,TXN000860,15225.61,2026-08-16
SET000838,TXN000861,12286.0,2026-08-14
SET000839,TXN000862,16601.32,2026-08-27
SET000840,TXN000863,7829.6,2026-08-17
SET000841,TXN000864,3767.6,2026-08-16
SET000842,TXN000865,18622.61,2026-08-17
SET000843,TXN000866,20694.31,2026-08-12
SET000844,TXN000868,10169.05,2026-08-16
SET000845,TXN000869,12980.31,2026-08-16
SET000846,TXN000870,6273.49,2026-08-14
SET000847,TXN000871,2038.98,2026-08-16
SET000848,TXN000872,619.38,2026-08-25
SET000849,TXN000873,1344.3,2026-08-14
SET000850,TXN000874,14974.9,2026-08-05
SET000851,TXN000875,90.91,2026-08-27
SET000852,TXN000876,17711.33,2026-08-20
SET000853,TXN000877,11794.49,2026-08-12
SET000854,TXN000878,23258.58,2026-08-02
SET000855,TXN000879,19584.43,2026-08-26
SET000856,TXN000880,18244.57,2026-08-28
SET000857,TXN000881,22546.88,2026-08-26
SET000858,TXN000882,16227.9,2026-08-15
SET000859,TXN000883,13671.14,2026-08-27
SET000860,TXN000884,9413.35,2026-08-21
SET000861,TXN000885,8811.74,2026-08-11
SET000862,TXN000886,12613.36,2026-08-19
SET000863,TXN000887,2517.46,2026-08-25
SET000864,TXN000888,346.04,2026-08-14
SET000865,TXN000889,9085.39,2026-08-17
SET000866,TXN000890,13913.86,2026-08-09
SET000867,TXN000891,493.5,2026-08-20
SET000868,TXN000892,14143.92,2026-08-16
SET000869,TXN000893,3833.87,2026-08-13
SET000870,TXN000894,9309.14,2026-08-11
SET000871,TXN000895,13543.84,2026-08-23
SET000872,TXN000896,6337.18,2026-08-18
SET000873,TXN000897,17975.51,2026-08-18
SET000874,TXN000898,17909.25,2026-08-15
SET000875,TXN000899,3522.09,2026-08-20
SET000876,TXN000900,4546.65,2026-08-20
SET000877,TXN000901,17941.4,2026-08-18
SET000878,TXN000902,11051.79,2026-08-04
SET000879,TXN000903,1273.21,2026-08-04
SET000880,TXN000904,3432.5,2026-08-24
SET000881,TXN000905,1747.01,2026-08-08
SET000882,TXN000906,5422.46,2026-08-18
SET000883,TXN000907,1576.74,2026-08-23
SET000884,TXN000908,23028.71,2026-08-17
SET000885,TXN000909,12072.43,2026-08-03
SET000886,TXN000910,13570.99,2026-08-02
SET000887,TXN000911,12962.07,2026-08-11
SET000888,TXN000912,23911.46,2026-08-02
SET000889,TXN000913,19949.53,2026-08-25
SET000890,TXN000914,19605.0,2026-08-07
SET000891,TXN000915,22671.96,2026-08-20
SET000892,TXN000916,6017.34,2026-08-21
SET000893,TXN000917,6214.1,2026-08-13
SET000894,TXN000918,19443.5,2026-08-06
SET000895,TXN000919,23373.31,2026-08-16
SET000896,TXN000921,7414.81,2026-08-04
SET000897,TXN000922,24497.36,2026-08-23
SET000898,TXN000923,2391.79,2026-08-16
SET000899,TXN000924,13676.82,2026-08-04
SET000900,TXN000925,327.49,2026-08-08
SET000901,TXN000926,12201.46,2026-08-15
SET000902,TXN000927,19254.7,2026-08-20
SET000903,TXN000928,21796.38,2026-08-04
SET000904,TXN000929,5227.62,2026-08-24
SET000905,TXN000930,11652.75,2026-08-04
SET000906,TXN000931,16877.45,2026-08-10
SET000907,TXN000932,13804.61,2026-08-03
SET000908,TXN000933,22737.17,2026-08-12
SET000909,TXN000934,23581.57,2026-08-21
SET000910,TXN000935,18296.26,2026-08-25
SET000911,TXN000936,22703.87,2026-08-13
SET000912,TXN000937,13966.26,2026-08-22
SET000913,TXN000938,16704.03,2026-08-21
SET000914,TXN000939,9458.36,2026-08-25
SET000915,TXN000940,19217.19,2026-08-26
SET000916,TXN000941,9834.53,2026-08-14
SET000917,TXN000942,2467.42,2026-08-11
SET000918,TXN000943,8426.68,2026-08-28
SET000919,TXN000944,22604.0,2026-08-14
SET000920,TXN000945,824.3,2026-08-12
SET000921,TXN000946,12145.08,2026-08-13
SET000922,TXN000947,23035.9,2026-08-16
SET000923,TXN000948,4451.36,2026-08-24
SET000924,TXN000949,2193.12,2026-08-23
SET000925,TXN000950,19466.85,2026-08-24
SET000926,TXN000951,2097.0,2026-08-06
SET000927,TXN000952,17541.31,2026-08-24
SET000928,TXN000953,18046.43,2026-08-12
SET000929,TXN000954,2129.03,2026-08-03
SET000930,TXN000955,10987.4,2026-08-26
SET000931,TXN000956,2605.27,2026-08-04
SET000932,TXN000957,10550.86,2026-08-20
SET000933,TXN000958,12552.06,2026-08-07
SET000934,TXN000959,880.08,2026-08-21
SET000935,TXN000960,14661.2,2026-08-29
SET000936,TXN000961,21284.19,2026-08-02
SET000937,TXN000962,10157.7,2026-08-26
SET000938,TXN000963,17920.61,2026-08-21
SET000939,TXN000964,14008.87,2026-08-09
SET000940,TXN000965,4247.81,2026-08-11
SET000941,TXN000966,5359.12,2026-08-07
SET000942,TXN000967,4187.93,2026-08-10
SET000943,TXN000968,7366.78,2026-08-28
SET000944,TXN000969,8862.68,2026-08-10
SET000945,TXN000970,2491.62,2026-08-23
SET000946,TXN000971,11214.32,2026-08-06
SET000947,TXN000972,260.95,2026-08-15
SET000948,TXN000973,20742.16,2026-08-15
SET000949,TXN000974,10777.23,2026-08-17
SET000950,TXN000975,6627.25,2026-08-07
SET000951,TXN000976,7972.55,2026-08-25
SET000952,TXN000977,11694.88,2026-08-09
SET000953,TXN000978,23626.17,2026-08-12
SET000954,TXN000979,12051.32,2026-08-20
SET000955,TXN000980,8070.24,2026-08-11
SET000956,TXN000981,9048.14,2026-08-21
SET000957,TXN000982,14493.39,2026-08-20
SET000958,TXN000983,16774.73,2026-08-20
SET000959,TXN000984,23220.06,2026-08-17
SET000960,TXN000985,9675.91,2026-08-12
SET000961,TXN000986,20214.86,2026-08-27
SET000962,TXN000987,16438.1,2026-08-06
SET000963,TXN000988,7432.73,2026-08-11
SET000964,TXN000989,3865.52,2026-08-15
SET000965,TXN000990,1911.24,2026-08-23
SET000966,TXN000991,14303.93,2026-08-21
SET000967,TXN000992,22624.5,2026-08-24
SET000968,TXN000993,13260.92,2026-08-27
SET000969,TXN000994,17318.28,2026-08-27
SET000970,TXN000995,14465.98,2026-08-04
SET000971,TXN000996,18864.84,2026-08-24
SET000972,TXN000997,8772.94,2026-08-24
SET000973,TXN000998,1185.89,2026-08-22
SET000974,TXN000999,15806.26,2026-08-27
SET000975,TXN001000,23591.3,2026-08-15
SET000976,TXN001001,352.1,2026-08-11
SET000977,TXN001002,12618.74,2026-08-18
SET000978,TXN001003,14350.39,2026-08-20
SET000979,TXN001004,10930.51,2026-08-15
SET000980,TXN001005,19082.8,2026-08-22
SET000981,TXN001006,3798.76,2026-08-02
SET000982,TXN001007,2502.59,2026-08-17
SET000983,TXN001008,2930.58,2026-08-26
SET000984,TXN001009,8643.27,2026-08-12
SET000985,TXN001010,19277.34,2026-08-19
SET000986,TXN001012,17671.19,2026-08-18
SET000987,TXN001013,1726.95,2026-08-04
SET000988,TXN001014,647.08,2026-08-13
SET000989,TXN001015,2759.26,2026-08-27
SET000990,TXN001016,22910.71,2026-08-26
SET000991,TXN001017,12573.12,2026-08-19
SET000992,TXN001018,8116.97,2026-08-17
SET000993,TXN001019,899.15,2026-08-16
SET000994,TXN001020,4566.3,2026-08-22
SET000995,TXN001021,10637.96,2026-08-04
SET000996,TXN001022,14885.24,2026-08-16
SET000997,TXN001023,10555.43,2026-08-04
SET000998,TXN001024,5084.99,2026-08-26
SET000999,TXN001025,14233.61,2026-08-28
SET001000,TXN001026,4637.75,2026-08-13
SET001001,TXN001027,11207.64,2026-08-10
SET001002,TXN001028,21230.79,2026-08-19
SET001003,TXN001029,7764.71,2026-08-15
SET001004,TXN001030,9656.56,2026-08-07
SET001005,TXN001031,8619.89,2026-08-17
SET001006,TXN001032,4298.02,2026-08-23
SET001007,TXN001033,22643.51,2026-08-22
SET001008,TXN001034,16465.93,2026-08-13
SET001009,TXN001035,5968.65,2026-08-07
SET001010,TXN001036,9121.45,2026-08-07
SET001011,TXN001038,14122.53,2026-08-16
SET001012,TXN001039,11907.7,2026-08-21
SET001013,TXN001040,22985.81,2026-08-08
SET001014,TXN001041,4164.74,2026-08-11
SET001015,TXN001042,4662.23,2026-08-16
SET001016,TXN001043,1397.71,2026-08-14
SET001017,TXN001044,11846.33,2026-08-10
SET001018,TXN001045,23621.97,2026-08-18
SET001019,TXN001046,12225.25,2026-08-23
SET001020,TXN001047,10222.6,2026-08-16
SET001021,TXN001048,4213.35,2026-08-21
SET001022,TXN001049,19424.43,2026-08-09
SET001023,TXN001050,887.95,2026-08-11
SET001024,TXN001051,7184.77,2026-08-28
SET001025,TXN001052,13943.06,2026-08-28
SET001026,TXN001053,13467.42,2026-08-05
SET001027,TXN001054,2904.29,2026-08-27
SET001028,TXN001055,20181.72,2026-08-15
SET001029,TXN001056,20229.07,2026-08-03
SET001030,TXN001057,12307.29,2026-08-17
SET001031,TXN001058,17928.89,2026-08-22
SET001032,TXN001059,4041.24,2026-08-03
SET001033,TXN001060,6562.83,2026-08-05
SET001034,TXN001061,21216.04,2026-08-06
SET001035,TXN001062,5190.36,2026-08-25
SET001036,TXN001063,718.99,2026-08-26
SET001037,TXN001064,15555.13,2026-08-09
SET001038,TXN001065,3474.99,2026-08-10
SET001039,TXN001066,19785.49,2026-08-20
SET001040,TXN001067,13086.47,2026-08-21
SET001041,TXN001068,4193.82,2026-08-24
SET001042,TXN001069,7106.97,2026-08-12
SET001043,TXN001070,24317.09,2026-08-23
SET001044,TXN001071,3380.17,2026-08-26
SET001045,TXN001072,21876.96,2026-08-10
SET001046,TXN001073,3219.18,2026-08-08
SET001047,TXN001074,3669.1,2026-08-14
SET001048,TXN001075,2309.84,2026-08-24
SET001049,TXN001076,11936.77,2026-08-21
SET001050,TXN001077,6645.72,2026-08-16
SET001051,TXN001078,11060.94,2026-08-24
SET001052,TXN001079,9870.19,2026-08-26
SET001053,TXN001080,17167.89,2026-08-14
SET001054,TXN001081,23110.49,2026-08-12
SET001055,TXN001082,157.57,2026-08-28
SET001056,TXN001083,18066.51,2026-08-18
SET001057,TXN001084,16162.49,2026-08-14
SET001058,TXN001085,19439.64,2026-08-15
SET001059,TXN001086,23540.3,2026-08-08
SET001060,TXN001087,6693.16,2026-08-13
SET001061,TXN001088,1357.01,2026-08-06
SET001062,TXN001089,15013.51,2026-08-29
SET001063,TXN001090,21955.84,2026-08-26
SET001064,TXN001091,1225.44,2026-08-22
SET001065,TXN001092,494.45,2026-08-07
SET001066,TXN001093,11318.38,2026-08-15
SET001067,TXN001094,24286.51,2026-08-06
SET001068,TXN001095,7498.98,2026-08-10
SET001069,TXN001096,15920.9,2026-08-11
SET001070,TXN001097,9208.94,2026-08-24
SET001071,TXN001098,324.72,2026-08-22
SET001072,TXN001099,17808.67,2026-08-28
SET001073,TXN001100,10481.23,2026-08-04
SET001074,TXN001101,124.24,2026-08-17
SET001075,TXN001102,3306.26,2026-08-10
SET001076,TXN001103,16767.36,2026-08-03
SET001077,TXN001104,16985.09,2026-08-06
SET001078,TXN001105,17106.91,2026-08-18
SET001079,TXN001106,5696.11,2026-08-06
SET001080,TXN001107,2625.59,2026-08-15
SET001081,TXN001108,3430.73,2026-08-28
SET001082,TXN001109,15806.71,2026-08-25
SET001083,TXN001110,1780.15,2026-08-20
SET001084,TXN001111,15022.98,2026-08-07
SET001085,TXN001112,8664.09,2026-08-10
SET001086,TXN001113,18336.22,2026-08-16
SET001087,TXN001114,16955.24,2026-08-10
SET001088,TXN001115,21878.8,2026-08-08
SET001089,TXN001116,14428.53,2026-08-16
SET001090,TXN001117,23573.53,2026-08-12
SET001091,TXN001118,6163.46,2026-08-22
SET001092,TXN001119,3352.75,2026-08-21
SET001093,TXN001120,17588.63,2026-08-13
SET001094,TXN001121,20607.25,2026-08-23
SET001095,TXN001122,5079.39,2026-08-21
SET001096,TXN001123,4660.8,2026-08-14
SET001097,TXN001124,15979.79,2026-08-28
SET001098,TXN001125,12080.0,2026-08-06
SET001099,TXN001126,12290.02,2026-08-23
SET001100,TXN001127,13079.12,2026-08-02
SET001101,TXN001128,22707.94,2026-08-07
SET001102,TXN001129,21170.25,2026-08-22
SET001103,TXN001130,8934.47,2026-08-24
SET001104,TXN001131,14572.33,2026-08-27
SET001105,TXN001132,506.97,2026-08-06
SET001106,TXN001133,6468.41,2026-08-03
SET001107,TXN001134,23233.81,2026-08-15
SET001108,TXN001135,3053.15,2026-08-25
SET001109,TXN001136,18797.5,2026-08-16
SET001110,TXN001137,2103.15,2026-08-20
SET001111,TXN001138,15177.27,2026-08-12
SET001112,TXN001139,7590.3,2026-08-20
SET001113,TXN001140,23839.49,2026-08-06
SET001114,TXN001141,8119.65,2026-08-21
SET001115,TXN001142,18761.62,2026-08-23
SET001116,TXN001143,15797.8,2026-08-11
SET001117,TXN001144,17851.76,2026-08-09
SET001118,TXN001145,6082.61,2026-08-15
SET001119,TXN001146,656.49,2026-08-21
SET001120,TXN001147,7588.88,2026-08-26
SET001121,TXN001148,18247.34,2026-08-05
SET001122,TXN001149,17220.29,2026-08-25
SET001123,TXN001150,4082.42,2026-08-14
SET001124,TXN001151,12731.12,2026-08-27
SET001125,TXN001152,4181.32,2026-08-08
SET001126,TXN001153,17923.73,2026-08-07
SET001127,TXN001154,8293.4,2026-08-16
SET001128,TXN001155,12850.82,2026-08-12
SET001129,TXN001156,15346.05,2026-08-18
SET001130,TXN001157,12476.2,2026-08-05
SET001131,TXN001158,21074.96,2026-08-09
SET001132,TXN001159,3948.0,2026-08-28
SET001133,TXN001160,22051.11,2026-08-24
SET001134,TXN001161,5638.12,2026-08-20
SET001135,TXN001162,183.48,2026-08-04
SET001136,TXN001163,1224.53,2026-08-13
SET001137,TXN001164,22544.83,2026-08-09
SET001138,TXN001165,13464.46,2026-08-24
SET001139,TXN001166,10274.26,2026-08-12
SET001140,TXN001167,10332.54,2026-08-25
SET001141,TXN001168,6730.6,2026-08-04
SET001142,TXN001169,8204.01,2026-08-18
SET001143,TXN001170,22225.71,2026-08-09
SET001144,TXN001171,19561.28,2026-08-03
SET001145,TXN001172,1771.95,2026-08-18
SET001146,TXN001174,398.65,2026-08-17
SET001147,TXN001175,9038.56,2026-08-11
SET001148,TXN001176,19161.76,2026-08-27
SET001149,TXN001177,5995.46,2026-08-14
SET001150,TXN001178,23946.51,2026-08-28
SET001151,TXN001179,18044.72,2026-08-21
SET001152,TXN001180,3800.87,2026-08-15
SET001153,TXN001181,5798.92,2026-08-15
SET001154,TXN001182,20710.51,2026-08-03
SET001155,TXN001183,134.16,2026-08-24
SET001156,TXN001184,19968.32,2026-08-27
SET001157,TXN001185,2629.84,2026-08-18
SET001158,TXN001186,10422.39,2026-08-03
SET001159,TXN001187,17509.9,2026-08-06
SET001160,TXN001188,22627.64,2026-08-19
SET001161,TXN001189,17228.14,2026-08-15
SET001162,TXN001190,23846.05,2026-08-05
SET001163,TXN001191,2443.47,2026-08-06
SET001164,TXN001192,20165.46,2026-08-04
SET001165,TXN001193,13838.76,2026-08-17
SET001166,TXN001194,23651.92,2026-08-09
SET001167,TXN001195,6462.47,2026-08-12
SET001168,TXN001196,17295.84,2026-08-26
SET001169,TXN001197,7859.99,2026-08-12
SET001170,TXN001198,1925.49,2026-08-09
SET001171,TXN001199,19288.61,2026-08-22
SET001172,TXN001200,3870.99,2026-08-07
SET001173,TXN001201,11364.53,2026-08-17
SET001174,TXN001202,13207.04,2026-08-26
SET001175,TXN001203,11077.02,2026-08-17
SET001176,TXN001204,17423.03,2026-08-04
SET001177,TXN001205,19867.02,2026-08-12
SET001178,TXN001206,1072.73,2026-08-12
SET001179,TXN001207,2302.06,2026-08-09
SET001180,TXN001208,9747.67,2026-08-04
SET001181,TXN001209,7432.51,2026-08-08
SET001182,TXN001210,23288.1,2026-08-17
SET001183,TXN001211,18205.57,2026-08-10
SET001184,TXN001212,11377.13,2026-08-29
SET001185,TXN001213,3049.21,2026-08-05
SET001186,TXN001214,3271.77,2026-08-14
SET001187,TXN001215,15443.21,2026-08-23
SET001188,TXN001216,14391.55,2026-08-12
SET001189,TXN001217,628.97,2026-08-06
SET001190,TXN001218,16213.36,2026-08-18
SET001191,TXN001219,2345.08,2026-08-28
SET001192,TXN001220,3066.87,2026-08-18
SET001193,TXN001221,4198.58,2026-08-22
SET001194,TXN001222,20283.71,2026-08-15
SET001195,TXN001223,823.45,2026-08-23
SET001196,TXN001224,4300.97,2026-08-09
SET001197,TXN001225,6793.33,2026-08-16
SET001198,TXN001226,947.62,2026-08-23
SET001199,TXN001227,6043.63,2026-08-11
SET001200,TXN001228,10185.42,2026-08-20
SET001201,TXN001229,1598.64,2026-08-11
SET001202,TXN001230,3442.16,2026-08-08
SET001203,TXN001231,21692.28,2026-08-18
SET001204,TXN001232,15431.39,2026-08-27
SET001205,TXN001233,19626.18,2026-08-15
SET001206,TXN001234,11792.92,2026-08-29
SET001207,TXN001235,1803.83,2026-08-20
SET001208,TXN001236,2905.69,2026-08-11
SET001209,TXN001237,732.11,2026-08-23
SET001210,TXN001238,806.01,2026-08-27
SET001211,TXN001239,1515.46,2026-08-19
SET001212,TXN001240,3052.14,2026-08-22
SET001213,TXN001241,24000.98,2026-08-07
SET001214,TXN001242,16013.05,2026-08-10
SET001215,TXN001243,20050.85,2026-08-26
SET001216,TXN001244,18772.96,2026-08-10
